Table 1
P	TAB	URL	NO	REF	LVL	DATES	AGIID	AGIID DUP
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347701?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347701"" onerror=""sin_thumbnail('347701')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347701""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347701?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347701""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1663-07-20 / 1664-02-14</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,21,R.2,N.30</p></td></tr>"	http	21	"GUATEMALA,21,R.2,N.30"	Uc	1663-07-20 / 1664-02-14	347701	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347720?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347720"" onerror=""sin_thumbnail('347720')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347720""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347720?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347720""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1665-07-08 / 1666-11-03</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,21,R.4,N.49</p></td></tr>"	http	21	"GUATEMALA,21,R.4,N.49"	Uc	1665-07-08 / 1666-11-03	347720	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347731?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347731"" onerror=""sin_thumbnail('347731')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347731""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347731?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347731""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1666-03-15 / 1670-04-21</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.1,N.8</p></td></tr>"	http	22	"GUATEMALA,22,R.1,N.8"	Uc	1666-03-15 / 1670-04-21	347731	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347736?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347736"" onerror=""sin_thumbnail('347736')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347736""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347736?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347736""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1666-09-07 / 1667-03-11</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.1,N.13</p></td></tr>"	http	22	"GUATEMALA,22,R.1,N.13"	Uc	1666-09-07 / 1667-03-11	347736	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347760?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347760"" onerror=""sin_thumbnail('347760')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347760""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347760?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347760""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-03-07 / 1669-03-23</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.37</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.37"	Uc	1669-03-07 / 1669-03-23	347760	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347724?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347724"" onerror=""sin_thumbnail('347724')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347724""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347724?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347724""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1666-02-12 / 1667-06-10</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.1,N.1</p></td></tr>"	http	22	"GUATEMALA,22,R.1,N.1"	Uc	1666-02-12 / 1667-06-10	347724	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347734?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347734"" onerror=""sin_thumbnail('347734')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347734""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347734?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347734""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1666-05-30 / 1671-10-19</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.1,N.11</p></td></tr>"	http	22	"GUATEMALA,22,R.1,N.11"	Uc	1666-05-30 / 1671-10-19	347734	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347737?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347737"" onerror=""sin_thumbnail('347737')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347737""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347737?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347737""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1667-02-03 / 1667-12-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.2,N.14</p></td></tr>"	http	22	"GUATEMALA,22,R.2,N.14"	Uc	1667-02-03 / 1667-12-12	347737	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347771?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347771"" onerror=""sin_thumbnail('347771')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347771""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347771?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347771""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-19 / 1671-04-07</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.48</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.48"	Uc	1670-08-19 / 1671-04-07	347771	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347786?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347786"" onerror=""sin_thumbnail('347786')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347786""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347786?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347786""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1671-03-20 / 1672-11-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.1,N.7</p></td></tr>"	http	23	"GUATEMALA,23,R.1,N.7"	Uc	1671-03-20 / 1672-11-12	347786	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347791?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347791"" onerror=""sin_thumbnail('347791')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347791""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347791?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347791""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1671-08-31 / 1672-08-22</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.1,N.12</p></td></tr>"	http	23	"GUATEMALA,23,R.1,N.12"	Uc	1671-08-31 / 1672-08-22	347791	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347799?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347799"" onerror=""sin_thumbnail('347799')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347799""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347799?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347799""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1672-03-19 / 1673-08-15</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.2,N.20</p></td></tr>"	http	23	"GUATEMALA,23,R.2,N.20"	Uc	1672-03-19 / 1673-08-15	347799	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347787?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347787"" onerror=""sin_thumbnail('347787')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347787""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347787?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347787""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1671-03-20 / 1674-05-26</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.1,N.8</p></td></tr>"	http	23	"GUATEMALA,23,R.1,N.8"	Uc	1671-03-20 / 1674-05-26	347787	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347797?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347797"" onerror=""sin_thumbnail('347797')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347797""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347797?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347797""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1672-03-18 / 1672-11-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.2,N.18</p></td></tr>"	http	23	"GUATEMALA,23,R.2,N.18"	Uc	1672-03-18 / 1672-11-12	347797	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347817?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347817"" onerror=""sin_thumbnail('347817')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347817""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347817?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347817""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1672-10-26 / 1672-11-16</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,23,R.2,N.38</p></td></tr>"	http	23	"GUATEMALA,23,R.2,N.38"	Uc	1672-10-26 / 1672-11-16	347817	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347820?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347820"" onerror=""sin_thumbnail('347820')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347820""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347820?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347820""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1673-01-26 / 1673-02-16</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,24,R.1,N.1</p></td></tr>"	http	24	"GUATEMALA,24,R.1,N.1"	Uc	1673-01-26 / 1673-02-16	347820	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347847?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347847"" onerror=""sin_thumbnail('347847')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347847""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347847?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347847""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1674-04-20 / 1675-03-19</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,24,R.2,N.27</p></td></tr>"	http	24	"GUATEMALA,24,R.2,N.27"	Uc	1674-04-20 / 1675-03-19	347847	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347860?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347860"" onerror=""sin_thumbnail('347860')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347860""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347860?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347860""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1675-04-07 / 1676-03-17</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,24,R.3,N.40</p></td></tr>"	http	24	"GUATEMALA,24,R.3,N.40"	Uc	1675-04-07 / 1676-03-17	347860	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347837?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347837"" onerror=""sin_thumbnail('347837')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347837""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347837?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347837""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1674-04-04 / 1676-01-30</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,24,R.2,N.18</p></td></tr>"	http	24	"GUATEMALA,24,R.2,N.18"	Uc	1674-04-04 / 1676-01-30	347837	0
1	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347859?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347859"" onerror=""sin_thumbnail('347859')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347859""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347859?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347859""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1675-04-06 / 1676-08-13</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,24,R.3,N.39</p></td></tr>"	http	24	"GUATEMALA,24,R.3,N.39"	Uc	1675-04-06 / 1676-08-13	347859	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347877?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347877"" onerror=""sin_thumbnail('347877')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347877""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347877?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347877""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1676-04-12 / 1677-11-11</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,25,R.1,N.8</p></td></tr>"	http	25	"GUATEMALA,25,R.1,N.8"	Uc	1676-04-12 / 1677-11-11	347877	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347884?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347884"" onerror=""sin_thumbnail('347884')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347884""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347884?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347884""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1676-11-13 / 1677-08-28</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,25,R.1,N.15</p></td></tr>"	http	25	"GUATEMALA,25,R.1,N.15"	Uc	1676-11-13 / 1677-08-28	347884	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347890?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347890"" onerror=""sin_thumbnail('347890')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347890""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347890?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347890""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1676-11-17 / 1677-09-24</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,25,R.1,N.21</p></td></tr>"	http	25	"GUATEMALA,25,R.1,N.21"	Uc	1676-11-17 / 1677-09-24	347890	0
1	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347918?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347918"" onerror=""sin_thumbnail('347918')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347918""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel19.gif"" title=""File"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347918?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347918""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1677-11-28 / 1678-07-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,25,R.2,N.49</p></td></tr>"	http	25	"GUATEMALA,25,R.2,N.49"	Uc	1677-11-28 / 1678-07-12	347918	0
