Table 1
P	TAB	URL	NO	REF	LVL	DATES	AGIID	AGIID DUP
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347752?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347752"" onerror=""sin_thumbnail('347752')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347752""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347752?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347752""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-05-28</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.29</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.29"	Us	1668-05-28	347752	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347753?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347753"" onerror=""sin_thumbnail('347753')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347753""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347753?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347753""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-05-28</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.30</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.30"	Us	1668-05-28	347753	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347754?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347754"" onerror=""sin_thumbnail('347754')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347754""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347754?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347754""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-05-28</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.31</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.31"	Us	1668-05-28	347754	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347755?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347755"" onerror=""sin_thumbnail('347755')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347755""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347755?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347755""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-05-28</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.32</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.32"	Us	1668-05-28	347755	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347756?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347756"" onerror=""sin_thumbnail('347756')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347756""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347756?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347756""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-06-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.33</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.33"	Us	1668-06-12	347756	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347757?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347757"" onerror=""sin_thumbnail('347757')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347757""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347757?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347757""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1668-06-14</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.3,N.34</p></td></tr>"	http	22	"GUATEMALA,22,R.3,N.34"	Us	1668-06-14	347757	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347758?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347758"" onerror=""sin_thumbnail('347758')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347758""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347758?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347758""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-01-30</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.35</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.35"	Us	1669-01-30	347758	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347759?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347759"" onerror=""sin_thumbnail('347759')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347759""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347759?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347759""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-02-21</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.36</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.36"	Us	1669-02-21	347759	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347761?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347761"" onerror=""sin_thumbnail('347761')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347761""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347761?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347761""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-04-05</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.38</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.38"	Us	1669-04-05	347761	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347762?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347762"" onerror=""sin_thumbnail('347762')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347762""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347762?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347762""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-04-06</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.39</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.39"	Us	1669-04-06	347762	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347763?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347763"" onerror=""sin_thumbnail('347763')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347763""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347763?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347763""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-09-01</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.40</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.40"	Us	1669-09-01	347763	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347764?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347764"" onerror=""sin_thumbnail('347764')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347764""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347764?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347764""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-11-03</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.4,N.41</p></td></tr>"	http	22	"GUATEMALA,22,R.4,N.41"	Us	1669-11-03	347764	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347765?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347765"" onerror=""sin_thumbnail('347765')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347765""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347765?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347765""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-05-08</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.42</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.42"	Us	1670-05-08	347765	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347766?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347766"" onerror=""sin_thumbnail('347766')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347766""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347766?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347766""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-07-25</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.43</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.43"	Us	1670-07-25	347766	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347767?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347767"" onerror=""sin_thumbnail('347767')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347767""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347767?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347767""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-07-25</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.44</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.44"	Us	1670-07-25	347767	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347768?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347768"" onerror=""sin_thumbnail('347768')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347768""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347768?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347768""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-15</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.45</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.45"	Us	1670-08-15	347768	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347769?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347769"" onerror=""sin_thumbnail('347769')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347769""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347769?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347769""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-15</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.46</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.46"	Us	1670-08-15	347769	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347770?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347770"" onerror=""sin_thumbnail('347770')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347770""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347770?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347770""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-18</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.47</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.47"	Us	1670-08-18	347770	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347772?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347772"" onerror=""sin_thumbnail('347772')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347772""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347772?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347772""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-20</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.49</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.49"	Us	1670-08-20	347772	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347773?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347773"" onerror=""sin_thumbnail('347773')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347773""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347773?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347773""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-20</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.50</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.50"	Us	1670-08-20	347773	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347774?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347774"" onerror=""sin_thumbnail('347774')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347774""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347774?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347774""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-08-20</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.51</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.51"	Us	1670-08-20	347774	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347775?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347775"" onerror=""sin_thumbnail('347775')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347775""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347775?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347775""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-11-22</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.52</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.52"	Us	1670-11-22	347775	0
5	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347776?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347776"" onerror=""sin_thumbnail('347776')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347776""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347776?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347776""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-11-22</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.53</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.53"	Us	1670-11-22	347776	0
5	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/347777?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/347777"" onerror=""sin_thumbnail('347777')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""347777""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/347777?nm"">CARTAS DE AUDIENCIA&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/347777""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1670-11-23</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,22,R.5,N.54</p></td></tr>"	http	22	"GUATEMALA,22,R.5,N.54"	Us	1670-11-23	347777	0
