Table 1
ID	TERM	HIT	LINK	L FT	C FT	TALLY 0	IL YR	IU YR	BL YR	BU YR	COLLECTOR	TITLE	AID 0		AID 1																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=6804&fileloc=6804_stxarchivesorgadminttusw00146xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=25&fileloc=25_swwwliblsuedusitesdefaultfilesscfindaid1049mpdf	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=436&fileloc=436_sdlalibraryupennedudlapacscleadhtmlstart600rows300fqrepository_facet3a22university20of20pennsylvania3a20kislak20center20for20special20collections2c20rare20books20and20manuscripts22idpacscl_upenn_rbml_puspmscoll1393	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=7147&fileloc=7147_stxarchivesorgadminuhcl00002xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=10958&fileloc=10958_ssirismmsiedusiriseadsnaams1502eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=207&fileloc=207_sarchiveslibraryscedurepositories3resources889	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=55&fileloc=55_swwwjfklibraryorgsitesdefaultfilesarchivesuspcpcuspcpcfaxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=93&fileloc=93_sdimesrockarchorgxtfviewdocideadfa088fa088xmlquerychunkidheaderlinkbranddefault	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=171&fileloc=171_quodlibumichedubbhleadumichbhl85746viewtext	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=678&fileloc=678_swwwpennmuseumcollectionsarchivesfindingaid552770	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=9419&fileloc=9419_wwwazarchivesonlineorgxtfviewdocideadasmasmms22xmldocviewprintchunkid0raw1	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=215&fileloc=215_stxarchivesorgadminutcah00385xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=385&fileloc=385_srmclibrarycornelledueadxmldlxsrma00479xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/17_vorocdliborgoaceadprime2002uclamsslocke127xml?p=1&q=%22british+belize%22%7E3	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=397&fileloc=397_ss3amazonawscomharvardeadbak00101xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=171&fileloc=171_quodlibumichedubbhleadumichbhl851517viewtext	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/24349247	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/63682645	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/122612864	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/64072851	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/132681276?p=1&q=%22british+belize%22%7E3	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=214&fileloc=214_stxarchivesorgadminutlac00082xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/811162023	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=70&fileloc=70_slibrarycolumbiaeducontentdamlibraryweblocationsburkefamrlldpd_6306815pdf	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/11029_vorocdliborgoaceadprime2002stanfordmssm0149xml?p=1&q=%22british+belize%22%7E3	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=273&fileloc=273_srawgithubusercontentcomyalearchivesspacearchivesatyaleead3masterbrblead696xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=396&fileloc=396_ss3amazonawscomharvardeadarn00024xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/collection/data/5113_vorocdliborgoaceadprime2002csfamss142xml?p=1&q=%22british+belize%22%7E3	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british belize""~3"	https://researchworks.oclc.org/archivegrid/fa.php?id=414&fileloc=414_slibrarydukeedurubensteinfindingaidshillrobertxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources3582	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1765	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources848	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources2450	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1787	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/26872525?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/754863304?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1958	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=10958&fileloc=10958_ssirismmsiedusiriseadsnaams1090eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=716&fileloc=716_sarchivestulaneedurepositories3resources437	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=528&fileloc=528_wwwcolumbiaeduculweberesourcesarchiveseadnncrbldpd_4079313_eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/37971577?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/1090692705	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/944039017	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=6804&fileloc=6804_stxarchivesorgadminttusw00146xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/122370069	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/970838703	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/225769021	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources2310	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/265033325	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources2482	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/34418664	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/960643911	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=10958&fileloc=10958_ssirismmsiedusiriseadsnaaphotolot4632eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=273&fileloc=273_srawgithubusercontentcomyalearchivesspacearchivesatyaleead3masterbrblead893xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/63682645	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=7709&fileloc=7709_sarchivescranbrookedurepositories2resources123	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/150_vorocdliborgoaceadprime2002ucsbspcollcusbbernathmss97xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/757012136	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/1202114823	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources2355	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=207&fileloc=207_sarchiveslibraryscedurepositories3resources889	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/642559287	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/215388820?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/117_vorocdliborgoaceadprime2002hooverstanhispxml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/642566773	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/51034954	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=25&fileloc=25_swwwliblsuedusitesdefaultfilesscfindaid1049mpdf	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/642569326	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=322&fileloc=322_ssearchamphilsocorgcollectionsdataeadmssbsa3eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=10935&fileloc=10935_libappssalisburyedunabbarchivesspecialcollectionssc2016015	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/122576883	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/854808667	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/910175583	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/935471379	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/11029_vorocdliborgoaceadprime2002stanfordmssm2706xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1372	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1370	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/1018016812	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=215&fileloc=215_stxarchivesorgadminutcah01833xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=436&fileloc=436_sdlalibraryupennedudlapacscleadhtmlstart600rows300fqrepository_facet3a22university20of20pennsylvania3a20kislak20center20for20special20collections2c20rare20books20and20manuscripts22idpacscl_upenn_rbml_printcoll40	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=436&fileloc=436_sdlalibraryupennedudlapacscleadhtmlstart600rows300fqrepository_facet3a22university20of20pennsylvania3a20kislak20center20for20special20collections2c20rare20books20and20manuscripts22idpacscl_upenn_rbml_puspmscoll1393	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/17_vorocdliborgoaceadprime2002uclamsslocke127xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/881050285?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=440&fileloc=440_sarchivesbodleianoxacukrepositories2resources1288	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=1079&fileloc=1079_sduarchivescoallianceorgrepositories2resources1177	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/270535440	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/642576307	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=11031&fileloc=11031_sarchivestulaneedurepositories8resources2277	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=160&fileloc=160_swwwtrumanlibrarygovlibrarypersonalpapersswalterwashingtonpapers	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/756780315	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/1055987119	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=183&fileloc=183_swww2wheatonedubgcarchivesguides223htm	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/270534578	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=25&fileloc=25_swwwliblsuedusitesdefaultfilesscfindaid1318lanauxpdf	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=9447&fileloc=9447_slibwwwfreelibraryorgcollectionsfindingaidsbond	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=385&fileloc=385_srmclibrarycornelledueadxmldlxsrma00479xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/122612864	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/1013478785	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=59&fileloc=59_swwwnybgorglibraryfinding_guidearchvmerrill_rg4bhtml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/830053597	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/11029_vorocdliborgoaceadprime2002stanfordmssm0149xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=273&fileloc=273_srawgithubusercontentcomyalearchivesspacearchivesatyaleead3masterbrblead1660xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=120&fileloc=120_swwwstonybrookeducommcmslibspecialcollectionsmanuscriptsmoellerphp	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=273&fileloc=273_srawgithubusercontentcomyalearchivesspacearchivesatyaleead3masterbrblead696xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=171&fileloc=171_quodlibumichedubbhleadumichbhl85959viewtext	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=236&fileloc=236_sresearchworksoclcorgnafaneadsvhvtviblbv00196xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=142&fileloc=142_sarchivesiuedueadinulivad8168xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=238&fileloc=238_sarchiveswestorbiscascadeorgreposwashington_state_university_libraries_manuscripts_archives_and_special_collectionseadsnte2cg663xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=414&fileloc=414_slibrarydukeedurubensteinfindingaidshillrobertxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/64072851	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/150_vorocdliborgoaceadprime2002ucsbspcollcusbbermss316xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=327&fileloc=327_sirismmsiedusiriseadssiafaru0509eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=435&fileloc=435_ss3amazonawscomharvardeadpea00005xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=97&fileloc=97_www2sccrutgersedueadmanuscriptsalexanderxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=327&fileloc=327_sirismmsiedusiriseadssiafaru0328eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=462&fileloc=462_sfindingaidsprincetonedupacsclproductionc0911xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=88&fileloc=88_ss3amazonawscomharvardeadsch00017xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/5113_vorocdliborgoaceadprime2002csfamss142xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=124&fileloc=124_slibrarysyracuseedueadxmllaubach_collxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/380_vorocdliborgoaceadprime2002gettyspcoll2004m18xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=40&fileloc=40_www2mnhsorglibraryfindaids00360xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=409&fileloc=409_ss3amazonawscomharvardeadfar00005xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/148_vorocdliborgoaceadprime2002ucsdspcollsmc0005xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=408&fileloc=408_ss3amazonawscomharvardeadfar00005xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=528&fileloc=528_wwwcolumbiaeduculweberesourcesarchiveseadnncrbldpd_4079169_eadxml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=422&fileloc=422_ss3amazonawscomharvardeadlaw00085xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/collection/data/117_vorocdliborgoaceadprime2002hooverreg_019xml?p=1&q=%22british+honduras%22	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
mmm	"""british honduras"""	https://researchworks.oclc.org/archivegrid/fa.php?id=385&fileloc=385_srmclibrarycornelledueadxmldlxsrma03669xml	oclc	eee	eee	eee	eee	eee	eee	eee	mmm	mmm	eee		eee																
