Table 1
id	base	sub_0	sub_1	sub_2	sub_3	sub_4					log_a_time	log_a0_sum	log_a1_sum	log_a2_sum	log_a3_sum	log_a4_sum	log_b_time	log_b0_sum
sb000											08 aug 2022 11.54 am	created record						
