C1—30 / Online collections of archival material.
ID	NO	TYPE	ALT ID	PERIOD	PERIOD	VOLS	ITEM	CITY	COUNTRY	FIRST PUB	LAST PUB	VIA	NOTE	LINK	
		P	Ogilby	xxx		1	"America, being the latest and most accurate description of the Nevv VVorld"	London	UK	1671	1671		See 1657 Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~295183~90066270:Audience-de-Mexico?qvq=w4s:/when%2F1657;q:%3D%22Honduras%22;lc:RUMSEY~8~1&mi=0&trs=1	"Book: http://www.gutenberg.org/files/59745/59745-h/59745-h.htm
Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~292937~90066940:Yucatan-et-Guatimala-?qvq=w4s:/when%2F1671;q:%3D%22Honduras%22;lc:RUMSEY~8~1&mi=0&trs=2"	
		P	Philalethes	xxx		1	"The profit and loss of Great-Britain and Spain : from the commencement of the present war, to this time, impartially stated : by laying before the publick, as perfect and regular a list, as can be hand, of all the ships taken from either nation, since the beginning of the war, to this time : with proper remarks upon the list of British ships, in a pamphlet, intitled, Hireling artifice detected : in a letter to the author"	London	UK	1742	1742		"Printed for T. Cooper, ..."	https://link.gale.com/apps/doc/CY0102392266/SABN?u=camb55135&sid=SABN&xid=1cb00ab5	
		P	Speer	xxx		1	West-India Pilot	London	UK	1771	1771	Finamore 211	"By Joseph Smith Speer, printer S. Hooper"	xxx	
		P	"Squier, Waikna"	xxx		1	"Waikna, or, Adventures on the Mosquito shore"	London	UK	1855	1855	Gale / Sabin Americana		https://link.gale.com/apps/doc/CY0103178029/SABN?u=camb55135&sid=SABN&xid=f8bae517	
		P	Uring	xxx		1	"A history of the voyages and travels of Capt. Nathaniel Uring. With new draughts of the Bay of Honduras and the Caribbee Islands; and particularly of St. Lucia, and the harbour of Petite Carenage; into which ships may run in bad weather, and be safe from all winds and storms. Very useful for masters of ships that use the Leeward Island trade, or Jamaica."	London	UK	1726	1726			"Gale/ECCO: https://link.gale.com/apps/doc/CW0100827679/ECCO?u=camb55135&sid=ECCO&xid=93c13f09
Readex/Afro-Americana: https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=147E02BAC83A1C10&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340"	
		P	Verus	xxx		1	Letters lately published in The diary on the subject of the present dispute with Spain	London	UK	1790	1790		Printed for G. Kearsley ...	https://link.gale.com/apps/doc/CW0104376499/ECCO?u=camb55135&sid=ECCO&xid=1dd17635	
		P	White 1 Hon	xxx		1	"The case of His Majesty's subjects settled on the coast of Yucatan in the bay of Honduras under the special and sole protection of the crown of Spain : who were, in the month of September 1779, robbed and despoiled of their property, and captivated in their persons by the King of Spain's forces and subjects, in violation of the seventeenth article of the treaty of Paris, concluded in February 1763, and in breach of other prior articles and treaties, then in force between His Majesty and the said King of Spain"	London	UK	1789	1789			https://link.gale.com/apps/doc/CY0102760133/SABN?u=camb55135&sid=SABN&xid=50d0d710	
		P	White 1 Mos	xxx		1	"The case of His Majesty's subjects having property in and lately established upon the Mosquito Shore in America : most humbly submitted to the King's Most Excellent Majesty in Council, the Lords and Commons in Parliament, and the nation of Great-Britain at large, 1789"	London	UK	1789	1789			https://link.gale.com/apps/doc/CY0102270362/SABN?u=camb55135&sid=SABN&xid=b8095f09	
		P	White 2	xxx		1	"The case of the agents to the settlers on the coast of Yucatan, and the late settlers on the Mosquito-Shore : stating the whole of his conduct, in soliciting compensation for the losses, sustained by each of those classes of His Majesty's injured and distressed subjects"	London	UK	1793	1793			https://link.gale.com/apps/doc/CY0101574822/SABN?u=camb55135&sid=SABN&xid=a6dcd8a3	
		S	Lon G	1665	2021		London Gazette	London	UK				"Titles = The Oxford Gazette / The London Gazette
Published in Oxford 1665–xxx"		
		S	CP d	1833	2021	xxx	Command Papers	London	UK	1833	2021	ProQuest / UK Parliamentary Papers	"Also cited C. / Cd. / Cmd. / Cmnd. / Cm.
Unnumbered papers excluded
Place of publication assumed"	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	
		S	HC d	1715	2021	xxx	House of Commons Papers	London	UK	1715	2021	ProQuest / UK Parliamentary Papers	Place of publication assumed	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	
		S	Hansard	1803	2021	693	Hansard’s Parliamentary Debates	London	UK	1803	2021	UK Parliament		https://hansard.parliament.uk	
		S	Ann Reg	1758	2021	263	The Annual Register	London	UK	1758	2021			"To 1799: https://access-newspaperarchive-com.ezp-prod1.hul.harvard.edu/browse/uk/middlesex/london/london-annual-register/
To 1830: http://nrs.harvard.edu/urn-3:HUL.FIG:000796411"	
		P		1789	1838	38	American State Papers	Washington	USA	1831	1861			https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA512222786880003941&context=L&vid=HVD2&search_scope=everything&tab=everything&lang=en_US	
		P	NDAR	1774	1778	13	Naval Documents of the American Revolution	Washington	USA	1964	2019			https://www.history.navy.mil/research/publications/publications-by-subject/naval-documents-of-the-american-revolution.html	
		P	Kemble	1775	1781	2	The Kemble papers	New York	USA	1884	1885		Could not locate vol 1	Google v2: https://www.google.com/books/edition/Journals_of_Kemble_brigadier_general_in/0LwTAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover	
		P	Winthrop d	1630	1649	2	History of New England from 1630 to 1649	Boston	USA	1825	1826			"Google v1: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/GMMSAAAAYAAJ?hl=en&gbpv=0
Google v2: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/ycISAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover"	
		P	Jameson	1638	1772	1	Privateering and Piracy in the Colonial Period	New York	USA	1923	1923		Edited by J. F. Jameson	http://www.gutenberg.org/files/24882/24882-h/24882-h.htm	
		P	Jones 3	1654	1656	1	"Anthropology and History in Yucatán, cap 2, The Francisco Pérez Probanza and the Matrícula of Tipu"	Austin	USA	1977	1977	Jones 1	Edited by Grant D. Jones	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.03643	
		P	Maya R	1621	1624	1	"Maya Research, vol 3, Documents relating to the Mirones Expedition to the interior of Yucatan, 1621-1624"	New York	USA	1936	1937	Jones 1	"Also available as Documents relating to the Mirones Expedition to the interior of Yucatan, 1621-1624 [Culver City, Calif. : Labyrinthos, 1991]"		
		P	AHA 1898	xxx		1	Annual report of the American Historical Association for the year 1898	Washington	USA	1899	1899	Readex / US Congressional Serial Set		https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:SERIAL&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=113940A2F120EB68&svc_dat=Digital:ssetdoc&req_dat=B425E5B32E784515BC5AAA87BC16A340	
		P	Bristow Rep	xxx		1	Report Of Joseph L. Bristow Special Panama Railroad Commissioner To The Secretary Of War	Washington	USA	1905	1905	Gale / World Scholar		https://worldscholar.gale.com/region/latin-america/MonographsDetailsPage/MonographsDetailsWindow?disableHighlighting=false&displayGroupName=DVI-Monographs&docIndex=1&prodId=LAC&mode=view&limiter=&display-query=TX+Report+Of+Joseph+L.+Bristow+Special+Panama+Railroad+Commissioner+To+The+Secretary+Of+War.+1905&contentModules=&action=e&sortBy=&windowstate=normal&currPage=1&dviSelectedPage=&scanId=&query=TX+Report+Joseph+L.+Bristow+Special+Panama+Railroad+Commissioner+Secretary+War.+1905&search_within_results=&p=LACD&catId=&displayGroups=&documentId=GALE%7CSA5299194852&activityType=BasicSearch&failOverType=&commentary=&source=Bookmark&u=camb55135&jsid=ae0cdd8d308047d5a8955c6b8b44f227# 	
		P	Clayton	xxx		1	"Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853 : in vindication of the Central American treaty concluded with Great Britain on the 19th of April, 1850"	Washington	USA	1853	1853	Gale / Sabin Americana		https://link.gale.com/apps/doc/CY0104293458/SABN?u=camb55135&sid=SABN&xid=1d289d88&pg=14 	
		P	Jarves	xxx		1	"Scenes and Scenery in the Sandwich Islands, and a Trip Through Central America Being Observations from My Note-book During the Years 1837-1842"	Boston	USA	1843	1843			https://www.google.com/books/edition/Scenes_and_Scenery_in_the_Sandwich_Islan/dawbaX-jbt4C?hl=en&gbpv=0	
		P	Pargellis	xxx		1	"William and Mary Quarterly, 3 series, vol 1, Daniel Ellffryth's Guide to the Caribbean, 1631"	Williamsburg	USA	1944	1944		Edited by Stanley Pargellis and Ruth Lapham Butler	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/1923731	
		P	US State 1856	xxx		1	Documents relative to Central American affairs and the enlistment question	Washington	USA	1856	1856	Gale / Sabin Americana		https://link.gale.com/apps/doc/CY0102905680/SABN?u=camb55135&sid=SABN&xid=e04c57fa	
		S		1817	2021	xxx	United States Congressional Serial Set	Washington	USA	1817	2021			http://id.lib.harvard.edu/alma/990098609660203941/catalog	
		P	Statutes R	1101	1714	11	Statutes of the Realm			1810	1828	Gale / Making of the Modern World	No place of publication given / edited by John Raithby	Gale/Making Modern World v1: https://link.gale.com/apps/doc/U0107812236/MOME?u=camb55135&sid=MOME&xid=98d14cfb	
		P	Dampier	1669	1691	2	Voyages			1697	1699	Oxford DNB	"= A new voyage around the world [London : Printed for James Knapton ..., 1697], Voyages and Discoveries [1699]
First edition of Voyages and Discoveries 1699 not located"	"ProQuest/EEBO v1: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/new-voyage-around-world-describing-particularly/docview/2240952603/se-2?accountid=11311
ProQuest/EEBO v2: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/voyages-descriptions-three-parts-which-is-added/docview/2264207852/se-2?accountid=11311
Harvard v2: https://nrs.harvard.edu/urn-3:DOAK.RESLIB:24900314"	
		P	Laws 1881	xxx	1881	1	Laws of British Honduras in force on 31 Dec. 1881	xxx		1882	1882	Bolland 75 269			
