Series S 0—421 / Primary sources which are deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 333	333	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	xnp	Royal Geographical Society	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	= Royal Geographical Society with the Institute of British Geographers	xnp	###	
S 399	399	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	xnp	Wellcome Library	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 131	131	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Archives	Commonwealth Secretariat	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 123	123	1	1	P	xxx	0	1604	1804	1271	titles	Burney Collection	British Library	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 301	301	1	1	P	xxx	0	1711	1980	868	vols	Robert Glass Cleland collection on Latin America	Occidental College	Los Angeles	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 91	91	1	1	MS	Bib N Esp MSS/d	3	xxx	xxx	xxx	xxx	Manuscritos	Biblioteca Nacional de España	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 217	217	1	1	MS	"Mus Nav, Col Nav, d"	4	1492	1773	32	vols	Colección Navarrete	Museo Naval	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	D. Higueras Rodriguez Link: https://armada.defensa.gob.es/archivo/mardigitalrevistas/cuadernosihcn/24cuaderno/04cap.pdf 	"Some volumes or items possibly deposited in Archivo General de la Marina ""Álvaro de Bazán,” Ciudad Real, Spain /Higueras Rodriguez p35"	xnp	###	
S 325	325	1	1	MS	"Real Acad Hist, Col Muñoz, a"	0	xxx	xxx	76	vols	"Manuscritos, Juan Bautista Muñoz"	Real Academia de la Historia	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	RAH Catalogue	Signatura 9/4779-4856 / RAH Catalogue Link: https://www.rah.es/colecciones-de-manuscritos/ 	xnp	###	
S 329	329	1	1	MS	xxx	0	xxx	xxx	32	vols	"Manuscritos, Memorias de Nueva España o Boturini"	Real Academia de la Historia	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	xnp	Signatura 9/4857-4886 y 9/4930-4948	xnp	###	
S 327	327	1	1	MS	xxx	0	xxx	xxx	8	vols	"Manuscritos, América"	Real Academia de la Historia	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	xnp	Signatura 9/1917-1924	xnp	###	
S 331	331	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Manuscritos de América	Real Biblioteca	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	xnp	Catalogue Link: https://realbiblioteca.es/index.php/es/coleccionesrb	xnp	###	
S 83	83	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	xnp	Archivo Histórico Nacional	Madrid	Spain	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 193	193	1	1	MS	xxx	0	1804	1804	1	items	Memo. relating to Mr. Anderson and Honduras.	Kent History and Library Centre	Maidstone	UK	np	np	np	np	np	np	np	np	np	np	xnp	TNA: http://discovery.nationalarchives.gov.uk/details/r/b9e3d4f3-a83e-40c0-8fae-93a8b6a7c8eb	xnp	###	
S 191	191	1	1	MS	xxx	0	1784	1832	50	items	"Bennett, John & Sons of London"	Kent History and Library Centre	Maidstone	UK	np	np	np	np	np	np	np	np	np	np	xnp	TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/5da28075-2a5b-4959-812c-14afbbe4c0ef	xnp	###	
S 137	137	1	1	MS	xxx	0	1201	1955	129	boxes	Wilmot-Horton of Osmaston and Catton	Derbyshire Record Office	Matlock	UK	np	np	np	np	np	np	np	np	np	np	xnp	TNA: http://discovery.nationalarchives.gov.uk/details/r/cfe1d343-4149-4a53-b4b9-fa8a3dd173ba	xnp	###	
S 81	81	1	1	MS	AGY d	0	xxx	xxx	xxx	xxx	xnp	Archivo General del Estado de Yucatán	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 95	95	1	1	MS	Bib Yuc a	3	xxx	xxx	xxx	xxx	xnp	Biblioteca Yucatanense	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	"= Centro de Apoyo a la Investigación Histórica y Literaria de Yucatán / Digitised holdings inc Museo Yucateco [Campeche], Registro Yucateco [Campeche]"	http://www.bibliotecavirtualdeyucatan.com.mx/biblioteca.php 	###	
S 97	97	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Museo Yucateco ó documentos antiguos ó volúmenes encuadernados del Museo Arqueológico e Histórico de Yucatán	Biblioteca Yucatanense	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	"Min 30 vols / Imprint = Mérida, encuadernación de Felipe Montilla, 1896–1897"	http://www.bibliotecavirtualdeyucatan.com.mx/biblioteca.php	###	
S 69	69	1	1	MS	"AGN Mex, Historia, d"	7	1616	1880	597	vols	"V Colecciones y documentos, 257 Historia"	Archivo General de la Nación	Mexico	Mexico	np	np	np	np	np	np	np	np	np	np	AGN Mexico Guía	AGN Mexico Guía Link: https://archivos.gob.mx/GuiaGeneral/GuiaGeneral.html 	xnp	###	
S 71	71	1	1	MS	"AGN Mex, Reales Cédulas, d"	6	1520	1820	447	vols	"I Documentación de las instituciones coloniales, 100 Reales Cédulas"	Archivo General de la Nación	Mexico	Mexico	np	np	np	np	np	np	np	np	np	np	AGN Mexico Guía	xnp	xnp	###	
S 1	1	1	1	MS	AHD Mex a	0	xxx	xxx	xxx	xxx	xnp	Acervo Histórico Diplomático	Mexico	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	"Inc Biblioteca José María Lafragua, Archivo Histórico Genaro Estrada"	https://acervo.sre.gob.mx/index.php/catalogos-electronicos	###	
S 163	163	1	1	P	xxx	0	1722	1917	xxx	xxx	"Fondo Reservado, Publicaciones periódicas mexicanas 1722-1917"	Hemeroteca Nacional de México	Mexico	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	Guide Link: https://hnm.iib.unam.mx/index.php/hemeroteca-nacional-de-mexico/colecciones/fondo-reservado/publicaciones-periodicas-mexicanas-1722-1917	xnp	###	
S 93	93	1	1	MS	xxx	0	xxx	xxx	159	boxes	Archivo Franciscano	Biblioteca Nacional de México	Mexico	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	Catalogue Link: https://bnm.iib.unam.mx/index.php/biblioteca-nacional-de-mexico/colecciones/fondo-reservado/archivos-y-manuscritos	xnp	###	
S 379	379	1	1	MS	xxx	0	1569	1758	200	items	Central American notarial documents : 1569-1758	University of Minnesota	Minneapolis	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://primo.lib.umn.edu/permalink/f/1jg5c4a/UMN_ALMA21455086360001701	xnp	###	
S 381	381	1	1	MS	xxx	0	1881	2000	12.8	feet	Records of YMCA international work in Latin America	University of Minnesota	Minneapolis	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://archives.lib.umn.edu/repositories/7/resources/981	xnp	###	
S 395	395	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	West Indiana and Special Collections	University of the West Indies	Mona	Jamaica	np	np	np	np	np	np	np	np	np	np	xnp	https://www.mona.uwi.edu/library/west-indies-collection-0	xnp	###	
S 409	409	1	1	P	xxx	0	1568	1949	128	feet	"Latin American pamphlet collection, 1568-1949 (inclusive), 1800-1880 (bulk)"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	Yale University Library	Link: https://hdl.handle.net/10079/bibid/614729	xnp	###	
S 419	419	1	1	MS	xxx	0	1826	1830	2	vols	Charles Dashwood diaries and commissions relating to Xalapa and Guatemala City	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/8013010	xnp	###	
S 411	411	1	1	MS	xxx	0	1838	1871	1	boxes	"Aaron Columbus Burr papers, 1838-1871 (inclusive)"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/613852	xnp	###	
S 417	417	1	1	MS	xxx	0	1576	1949	4	boxes	"Central America collection, 1576-1949 (inclusive)."	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/4816612	xnp	###	
S 421	421	1	1	MS	xxx	0	1771	1959	9	vols	"Records of the Moravian Missions, 1771-1959 (inclusive)"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/4169488	xnp	###	
S 415	415	1	1	MS	xxx	0	1664	1857	7	boxes	"British Caribbean documents, 1664-1857 (bulk 1765-1825)"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/12766676	xnp	###	
S 413	413	1	1	MS	xxx	0	1768	1774	2	items	"Accounts for slave sales at the Bay of Honduras, 1768-1774"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/11880621	xnp	###	
S 361	361	1	1	MS	Tulane a	1	xxx	xxx	xxx	xxx	Latin American Library Special Collections	Tulane University	New Orleans	USA	np	np	np	np	np	np	np	np	np	np	xnp	"See re collection 03 [Yucatecan Letters Link: https://archivolal.tulane.edu/?p=collections/controlcard&id=236] Historical Records Survey, An Inventory of the Collections of the Middle American Research Institute No 2 Calendar of the Yucatecan Letters [New Orleans, Middle American Research Institute, 1939] Link: https://exploreuk.uky.edu/catalog/xt7s1r6n281t /v Bolland 2 213 no 44"	https://library.tulane.edu/locations/latin-american-library-special-collections	###	
S 149	149	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Livingston Family Papers	Gilder Lehrman Institute of American History	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	"Portions possibly deposited in NYPL / Eg Logwood bought in Hon 25 Jan 1749, Gilder Lehrman Inst GLC03107.02753 Link: http://www.americanhistory.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/GLC03107.02753"	xxx	###	
S 287	287	1	1	MS	xxx	0	1824	1829	7	items	"La Nouvelle Neustrie collection, 1824-1829, undated"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph004680486	xnp	###	
S 279	279	1	1	MS	xxx	0	1870	1890	10	items	"Emile A. Hart papers, between 1870 and 1890?"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph004228945	xnp	###	
S 281	281	1	1	MS	xxx	0	1847	1847	1	items	"George Alexander Braddick indenture, 1847 February 15"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph004077113	xnp	###	
S 285	285	1	1	MS	xxx	0	1772	1773	1	items	"James Glean notarized document, 1773 February 3"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph003431907	xnp	###	
S 291	291	1	1	MS	xxx	0	1756	1757	1	vols	"Letter book, 1756 May 10-1757 Jan. 24."	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph001708405	xnp	###	
S 289	289	1	1	MS	xxx	0	1762	1768	2	vols	"Letter book and waste book, 1762-1768."	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph001616011	xnp	###	
S 273	273	1	1	MS	xxx	0	1769	1785	1	vols	"Account book, [1785?]."	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph001583291	xnp	###	
S 275	275	1	1	MS	xxx	0	1752	1799	6	vols	"Account books, James Beekman"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph001514867	xnp	###	
S 277	277	1	1	MS	xxx	0	1680	1680	1	items	"Document, 1680, June 22."	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph001451820	xnp	###	
S 283	283	1	1	MS	xxx	0	1791	1832	535	items	"Jacob Le Roy papers, 1791-1832 (bulk 1810-1820)."	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph000924023	xnp	###	
S 295	295	1	1	MS	xxx	0	1746	1888	2	feet	"Squier family papers, 1746-1888 (bulk 1816-1888)"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph000801952	xnp	###	
S 293	293	1	1	MS	xxx	0	1847	1894	8	vols	"Papers, 1847-1894 (bulk 1849-1859)"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://bobcat.library.nyu.edu/permalink/f/22u4kq/nyu_aleph000799542	xnp	###	
S 271	271	1	1	MS	xxx	0	1714	1716	1	vols	Thomas Moffatt correspondence	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 269	269	1	1	MS	xxx	0	1483	1876	30.83	feet	Thomas Addis Emmet collection	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 267	267	1	1	MS	xxx	0	1890	1999	215	feet	Robert Jackson Alexander papers	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 265	265	1	1	MS	xxx	0	1739	1742	1	vols	Nicholas Stewart daybook	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 263	263	1	1	MS	xxx	0	1662	1788	1	vols	Letters from Jamaica on commercial affairs	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 261	261	1	1	MS	xxx	0	1768	1787	1	items	Benjamin Randolph ledger	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 259	259	1	1	MS	xxx	0	1920	1993	4	folders	Arthur Alfonso Schomburg collection	New York Public Library	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 165	165	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	xnp	Hispanic Society of America	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 373	373	1	1	MS	xxx	0	1842	1843	1	items	"Personal journal of Captain Arthur Darley, R.N."	University of Delaware	Newark	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://library.udel.edu/special/findaids/view?docId=ead/mss0097_0018.xml	xnp	###	
S 299	299	1	1	MS	xxx	0	1645	1645	1	items	"Accounts   Of trade in various commodities including logwood, stockings & kersey (moth..."	Northamptonshire Archives	Northampton	UK	np	np	np	np	np	np	np	np	np	np	xnp	Ref Th 1802 / TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/b87a326f-fb84-4024-9371-b73f9e4a9003	xnp	###	
S 371	371	1	1	MS	xxx	0	1682	1968	0.5	feet	Bryant West Indies Ephemera Collection	University of Central Florida	Orlando	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://scua.library.ucf.edu/repositories/4/resources/103	xnp	###	
S 103	103	1	1	MS	Rawl MSS A. d	0	xxx	xxx	xxx	mss	"Rawlinson Manuscripts, Series A: English History, 12th-18th century"	Bodleian Library	Oxford	UK	np	np	np	np	np	np	np	np	np	np	Bod Lib Catalogue	Link: https://archives.bodleian.ox.ac.uk/repositories/2/archival_objects/90884 	xnp	###	
S 109	109	1	1	MS	xxx	0	1701	1989	1063	feet	Papers of the United Society for the Propagation of the Gospel	Bodleian Library	Oxford	UK	np	np	np	np	np	np	np	np	np	np	Bod Lib Catalogue	xnp	xnp	###	
S 107	107	1	1	MS	xxx	0	1894	1960	1	boxes	Papers of George Croker Bayly	Bodleian Library	Oxford	UK	np	np	np	np	np	np	np	np	np	np	Bod Lib Catalogue	xnp	xnp	###	
S 105	105	1	1	P	xxx	0	1672	1737	300	titles	17th and 18th Century Nichols Newspapers Collection	Bodleian Library	Oxford	UK	np	np	np	np	np	np	np	np	np	np	Bod Lib Catalogue	xnp	xnp	###	
S 383	383	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Baptist Missionary Society Archives	University of Oxford	Oxford	UK	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 101	101	1	1	MS	xxx	0	xxx	xxx	429	mss	Département des Manuscrits Mexicain	Bibliothèque nationale de France	Paris	France	np	np	np	np	np	np	np	np	np	np	BnF Catalogue général	BnF Catalogue général Link: https://archivesetmanuscrits.bnf.fr 	xnp	###	
S 99	99	1	1	MS	xxx	0	xxx	xxx	77	mss	Département des Manuscrits Amérique	Bibliothèque nationale de France	Paris	France	np	np	np	np	np	np	np	np	np	np	BnF Catalogue général	xnp	xnp	###	
S 169	169	1	1	MS	xxx	0	1681	1938	385	vols	Powel family papers	Historical Society of Pennsylvania	Philadelphia	USA	np	np	np	np	np	np	np	np	np	np	xnp	Catalogue Link: https://discover.hsp.org	xnp	###	
S 5	5	1	1	MS	xxx	0	1885	1985	8.3	feet	"Records, United Bible Societies, Latin America Regional Center"	American Bible Society	Philadelphia	USA	np	np	np	np	np	np	np	np	np	np	xnp	Assume ABS records moved from NY to PA in 2015 / Guide not found	xnp	###	
S 167	167	1	1	MS	xxx	0	1793	1836	129	items	Pile family papers	Historical Society of Pennsylvania	Philadelphia	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 253	253	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Manuscript collection	National Museum of the Royal Navy	Portsmouth	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://www.nmrn-portsmouth.org.uk/manuscripts-collection-0	xnp	###	
S xxx	xxx	1	1	MS	xxx	0	1742	1762	1.5	feet	John Banister Account Books	Rhode Island Historical Society	Providence	USA	np	np	np	np	np	np	np	np	np	np	np	xnp	https://www.rihs.org/mssinv/Mss919.htm	###	
S xxx	xxx	1	1	MS	xxx	0	1756	1798	0.25	feet	James Card Family Papers	Rhode Island Historical Society	Providence	USA	np	np	np	np	np	np	np	np	np	np	Anderson 07 203 fn 3	xnp	https://www.rihs.org/mssinv/MSS1140.htm	###	
S 7	7	1	1	MS	xxx	0	1778	1778	1	items	"Account for repairs done at Honduras to sloop ""Cupid"", (captain Wm. Carlyon), and stores taken on board"	Archives and Cornish Studies Service	Redruth	UK	np	np	np	np	np	np	np	np	np	np	xnp	Ref CN/3389 / TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/9d6e7f1b-4243-47e8-8086-07a8b583b0de	xnp	###	
S 305	305	1	1	MS	xxx	0	1677	1897	6	feet	Barton family papers	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://pem.as.atlas-sys.com/repositories/2/resources/124	xnp	###	
S 311	311	1	1	MS	xxx	0	1684	1858	2.5	feet	Goodhue family papers	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://pem.as.atlas-sys.com/repositories/2/resources/111	xnp	###	
S 317	317	1	1	MS	xxx	0	1801	1846	1	boxes	"William Hook Papers, 1801-1846, undated"	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 315	315	1	1	MS	xxx	0	1759	1830	2.5	feet	Waite family papers	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 313	313	1	1	MS	xxx	0	1784	1823	1	boxes	Papers of Joseph Russell and William Russell	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 309	309	1	1	MS	xxx	0	1720	1915	9	boxes	"Gardner Family Papers, 1720-1915, undated"	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 307	307	1	1	MS	xxx	0	1780	1827	2	boxes	"Elijah and Jacob Sanderson Papers, 1780-1827, circa 1938, undated"	Peabody Essex Museum	Rowley	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 189	189	1	1	MS	xxx	0	1847	2011	35	feet	Belize Mission Collection	Jesuit Archives & Research Center	Saint Louis	USA	np	np	np	np	np	np	np	np	np	np	xnp	Guide Link: http://jesuitarchives.org/collections/missouri-province-archive/belize-mission-collection/	xnp	###	
S 183	183	1	1	MS	xxx	0	1657	1770	500	items	William Blathwayt Papers	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	Online Archive of California	OAC Link: https://oac.cdlib.org/findaid/ark:/13030/tf9b69p05t/	xnp	###	
S 185	185	1	1	MS	xxx	0	1668	1734	195	items	William Blathwayt Papers (Addenda)	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	OAC Link: https://oac.cdlib.org/findaid/ark:/13030/kt1199n4mx/	xnp	###	
S 177	177	1	1	MS	xxx	0	1849	1859	45	items	George Mifflin Dallas papers	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	Huntington Catalogue	HC Link: https://catalog.huntington.org/record=b1591201	xnp	###	
S 175	175	1	1	MS	xxx	0	1150	1803	13000	items	Egerton family papers	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	Huntington Catalogue	HC Link: https://catalog.huntington.org/record=b1526229 / OAC Link: https://oac.cdlib.org/findaid/ark:/13030/c8mw2nvw/	xnp	###	
S 171	171	1	1	MS	xxx	0	1661	1671	1	vols	"A compilation of ""Instructions to Governors, Commissions, and other Papers respecting the Colonies,"" chiefly relating to Jamaica and Barbados"	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	HC Link: https://catalog.huntington.org/record=b1071225	xnp	###	
S 179	179	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	"Manuscripts for the Study of Iberian, Latin American, and Latino History"	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	Guide Link: https://hdl.huntington.org/digital/collection/p15150coll1/id/7620/ 	xnp	###	
S 181	181	1	1	MS	xxx	0	1175	1919	350000	items	Stowe Papers	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	Guide Link: https://hdl.handle.net/2027/mdp.39015017633713?urlappend=%3Bseq=165 / OAC Link: https://oac.cdlib.org/findaid/ark:/13030/c8ht2qq9/	xnp	###	
S 173	173	1	1	MS	xxx	0	1671	1712	34	items	Correspondence and documents from the office of William Blathwayt	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 369	369	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	Bernath Memorial Collection	University of California	Santa Barbara	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://www.library.ucsb.edu/special-collections/rare-books/bernath-memorial-collection	xnp	###	
S 323	323	1	1	MS	xxx	0	1844	1863	0.25	feet	James Henry Cunningham family papers	Penobscot Marine Museum	Searsport	USA	np	np	np	np	np	np	np	np	np	np	xnp	Not found in Archives Catalogue Link: https://penobscotmarinemuseum.org/museum-collections-database/	xnp	###	
S 47	47	1	1	MS	"CONTRATACION,a"	1	1492	1795	6337	legajos	Casa de la Contratación	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 49	49	1	1	MS	"CUBA,a"	xxx	1712	1872	2971	legajos	Papeles de Cuba	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 51	51	1	1	MS	"ESCRIBANIA,a"	10	1525	1778	2864	legajos	Escribanía de Cámara de Justicia	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 53	53	1	1	MS	"ESTADO,d"	27	1683	1860	105	legajos	Estado	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 55	55	1	1	MS	"GUATEMALA,a"	xxx	1525	1837	971	legajos	Audiencia de Guatemala	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	PARES Link: http://pares.mcu.es/ParesBusquedas20/catalogo/search 	xnp	###	
S 57	57	1	1	MS	"INDIFERENTE,a"	8	1492	1870	3169	legajos	Indiferente General	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 59	59	1	1	MS	"MEXICO,a"	xxx	1519	1856	3196	legajos	Audiencia de México	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 61	61	1	1	MS	"MP-GUATEMALA,d"	19	1571	1892	418	items	"Mapas, planos, dibujos, etc.: Guatemala"	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 63	63	1	1	MS	"MP-MEXICO,d"	13	1519	1823	947	items	"Mapas, planos, dibujos, etc.: México"	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 65	65	1	1	MS	"PATRONATO,a"	10	1480	1801	307	legajos	Patronato Real	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 67	67	1	1	MS	"SANTA_FE,a"	21	1527	1831	1263	legajos	Audiencia de Santa Fe	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S xxx	xxx	1	1	MS	"SANTO_DOMINGO,a"	0	1518	1852	2720	legajos	Audiencia de Santo Domingo	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859548	###	
S 335	335	1	1	MS	xxx	0	1779	1779	1	items	List of ships and booty taken in the Bay of Honduras 'by Capt. Luttrel with ships from Jamaica'	Sheffield City Archives	Sheffield	UK	np	np	np	np	np	np	np	np	np	np	xnp	Ref WWM/R/1/1862 / TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/8d69ce79-54e8-4c7c-9fd2-1eebed119d6e	xnp	###	
S 43	43	1	1	MS	xxx	0	1776	1815	70	boxes	Vice-Admiralty Court records	Archives Unit	Spanish Town	Jamaica	np	np	np	np	np	np	np	np	np	np	xnp	Records = c 60 to 80 boxes / median used /Claudette Thomas 2011 Link: https://www.ifla.org/past-wlic/2011/141-thomas-en.pdf	xnp	###	
S 393	393	1	1	MS	xxx	0	xxx	xxx	xxx	xxx	West Indiana and Special Collections	University of the West Indies	St. Augustine	Trinidad and Tobago	np	np	np	np	np	np	np	np	np	np	xnp	https://libraries.sta.uwi.edu/ajl/index.php/caribbean-resources/west-indiana	xnp	###	
S 357	357	1	1	MS	xxx	0	1801	1817	16	items	Henry Drinker Letters to Isaac Hicks	Swarthmore College	Swarthmore	USA	np	np	np	np	np	np	np	np	np	np	xnp	Catalogue Link: http://archives.tricolib.brynmawr.edu/repositories/7/resources/8705	xnp	###	
