Table 1
12 Jul 1753	Link	Boston News-Letter (2662)	"Newport, Rhode-Island, June 29 1753. (1753, July 12"	"Newport, Rhode-Island, June 29 1753. (1753, July 12). Boston News-Letter (2662)"	"Newport, Rhode-Island, June 29 1753. (1753, July 12). Boston News-Letter (2662), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A2D1CAEE965%402361523-10566A2D23E83EDF%400-10566A2DA28A726E%40Newport%252C%2BRhode-Island%252C%2BJune%2B29%2B1753."
6 Aug 1753	Link	Boston Post-Boy (970)		"New-York, July 30. (1753, August 6). Boston Post-Boy (970)"	"New-York, July 30. (1753, August 6). Boston Post-Boy (970), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D8116C105CF70%402361548-108D8116CF32E650%400-108D81170F6B1CF0%40New-York%252C%2BJuly%2B30."
7 Aug 1753	Link	Boston Gazette (32)		"New-York, July 30. (1753, August 7). Boston Gazette (32)"	"New-York, July 30. (1753, August 7). Boston Gazette (32), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F5A5567F6D4%402361549-10444F5A6CF1FCD3%401-10444F5AB48C9D3F%40New-York%252C%2BJuly%2B30."
9 Aug 1753	Link	Boston News-Letter (2666)		"New-York, July 30. (1753, August 9). Boston News-Letter (2666)"	"New-York, July 30. (1753, August 9). Boston News-Letter (2666), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A30FB3F647D%402361551-10566A31081D0B63%400-10566A315EE416BF%40New-York%252C%2BJuly%2B30."
7 Jan 1754	Link	Boston Evening-Post (958)	"Charlestown, South-Carolina, Nov. 20. (1754, January 7"	"Charlestown, South-Carolina, Nov. 20. (1754, January 7). Boston Evening-Post (958)"	"Charlestown, South-Carolina, Nov. 20. (1754, January 7). Boston Evening-Post (958), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC042525298F8%402361702-108EC0428FAAFC80%401-108EC0436DF42518%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B20."
7 Jan 1754	Link	Boston Post-Boy (983)	"Charlestown, in South-Carolina, Nov. 20. (1754, January 7"	"Charlestown, in South-Carolina, Nov. 20. (1754, January 7). Boston Post-Boy (983)"	"Charlestown, in South-Carolina, Nov. 20. (1754, January 7). Boston Post-Boy (983), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D811C6634DE58%402361702-108D811C9791B100%401-108D811D0827F788%40Charlestown%252C%2Bin%2BSouth-Carolina%252C%2BNov.%2B20."
22 Jan 1754	Link	Boston Gazette (56)		"New-York, December 31. (1754, January 22). Boston Gazette (56)"	"New-York, December 31. (1754, January 22). Boston Gazette (56), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F6C8AF18943%402361717-10444F6CABF4DD34%402-10444F6CF7FD93B7%40New-York%252C%2BDecember%2B31."
21 Mar 1754	Link	Boston News-Letter (2698)		"New-York, February 23. (1754, March 21). Boston News-Letter (2698)"	"New-York, February 23. (1754, March 21). Boston News-Letter (2698), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A4AE4955E5A%402361775-10566A4B19ED57DF%401-10566A4B5BDEC4C1%40New-York%252C%2BFebruary%2B23."
25 Mar 1754	Link	Boston Post-Boy (992)		"New-York, February 25. (1754, March 25). Boston Post-Boy (992)"	"New-York, February 25. (1754, March 25). Boston Post-Boy (992), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D8123E9661D30%402361779-108D8123F7C66D58%400-108D81246219F718%40New-York%252C%2BFebruary%2B25."
27 Jun 1754	Link	Boston News-Letter (2712)		"New-York, June 17. (1754, June 27). Boston News-Letter (2712)"	"New-York, June 17. (1754, June 27). Boston News-Letter (2712), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667ECADAC27FA%402361873-105667ECB2AED424%400-105667ED0E187EE8%40New-York%252C%2BJune%2B17."
15 Jul 1754	Link	Boston Post-Boy (1008)		"New-York, July 8. (1754, July 15). Boston Post-Boy (1008)"	"New-York, July 8. (1754, July 15). Boston Post-Boy (1008), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D812B34F7C4C8%402361891-108D812B44519358%400-108D812BAACFE660%40New-York%252C%2BJuly%2B8."
18 Jul 1754	Link	Boston News-Letter (2715)		"New-York July 8. (1754, July 18). Boston News-Letter (2715)"	"New-York July 8. (1754, July 18). Boston News-Letter (2715), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667EEC4723670%402361894-105667EEE55EC383%401-105667EF31FB2F42%40New-York%2BJuly%2B8."
27 Aug 1754	Link	Boston Gazette (87)	"A Letter from a Gentleman in Rhode-Island, to His Friend in Boston. (1754, August 27"	"A Letter from a Gentleman in Rhode-Island, to His Friend in Boston. (1754, August 27). Boston Gazette (87)"	"A Letter from a Gentleman in Rhode-Island, to His Friend in Boston. (1754, August 27). Boston Gazette (87), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F85332F8990%402361934-10444F8554214522%402-10444F85959D838C%40A%2BLetter%2Bfrom%2Ba%2BGentleman%2Bin%2BRhode-Island%252C%2Bto%2BHis%2BFriend%2Bin%2BBoston."
12 Sep 1754	Link	Boston News-Letter (2723)		"New-York, September 2. (1754, September 12). Boston News-Letter (2723)"	"New-York, September 2. (1754, September 12). Boston News-Letter (2723), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667F61297D5B8%402361950-105667F61B66AC9C%400-105667F6685DE9FC%40New-York%252C%2BSeptember%2B2."
14 Oct 1754	Link	Boston Evening-Post (998)		"New-York, October 7. (1754, October 14). Boston Evening-Post (998)"	"New-York, October 7. (1754, October 14). Boston Evening-Post (998), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC07CC182FE50%402361982-108EC07CF25ED620%401-108EC07D6BBD1CF0%40New-York%252C%2BOctober%2B7."
17 Oct 1754	Link	Boston News-Letter (2728)		"New-York, October 7. (1754, October 17). Boston News-Letter (2728)"	"New-York, October 7. (1754, October 17). Boston News-Letter (2728), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667FB102CD8F1%402361985-105667FB1740694B%400-105667FB8C757D28%40New-York%252C%2BOctober%2B7."
4 Nov 1754	Link	Boston Post-Boy (1024)		"New-York, October 23. (1754, November 4). Boston Post-Boy (1024)"	"New-York, October 23. (1754, November 4). Boston Post-Boy (1024), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D813811ACDB48%402362003-108D81384016B480%401-108D813897958D48%40New-York%252C%2BOctober%2B23."
7 Nov 1754	Link	Boston News-Letter (2731)		"New-York, October 23. (1754, November 7). Boston News-Letter (2731)"	"New-York, October 23. (1754, November 7). Boston News-Letter (2731), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667FD82CDAA6F%402362006-105667FDDE5B39EC%403-105667FEA7DAC0A4%40New-York%252C%2BOctober%2B23."
11 Nov 1754	Link	Boston Evening-Post (1002)		"New-York, November 4. (1754, November 11). Boston Evening-Post (1002)"	"New-York, November 4. (1754, November 11). Boston Evening-Post (1002), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC081CC98EE08%402362010-108EC08265A11268%403-108EC0834D18BCC8%40New-York%252C%2BNovember%2B4."
11 Nov 1754	Link	Boston Post-Boy (1025)		"New-York, Novemb. 4. (1754, November 11). Boston Post-Boy (1025)"	"New-York, Novemb. 4. (1754, November 11). Boston Post-Boy (1025), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D8138D0DC5860%402362010-108D8138E07C7B88%400-108D81395D650A28%40New-York%252C%2BNovemb.%2B4."
25 Nov 1754	Link	Boston Evening-Post (1004)		"New-York, November 18. (1754, November 25). Boston Evening-Post (1004)"	"New-York, November 18. (1754, November 25). Boston Evening-Post (1004), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC085008E78A8%402362024-108EC0856F78FC10%403-108EC0864F079C48%40New-York%252C%2BNovember%2B18."
25 Nov 1754	Link	Boston Post-Boy (1026)		"New-York, November 18. (1754, November 25). Boston Post-Boy (1026)"	"New-York, November 18. (1754, November 25). Boston Post-Boy (1026), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D813A92ADE7F8%402362024-108D813AA01EC740%400-108D813AF7F59F60%40New-York%252C%2BNovember%2B18."
9 Dec 1754	Link	Boston Post-Boy (1028)		"New-York, December 2. (1754, December 9). Boston Post-Boy (1028)"	"New-York, December 2. (1754, December 9). Boston Post-Boy (1028), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D813BC84C3CB0%402362038-108D813BF3F5C5E8%401-108D813C5F8AC0B8%40New-York%252C%2BDecember%2B2."
10 Dec 1754	Link	Boston Gazette (102)		"New-York, December 2. (1754, December 10). Boston Gazette (102)"	"New-York, December 2. (1754, December 10). Boston Gazette (102), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F8D2BC8C01A%402362039-10444F8D53E7BB1D%402-10444F8D9C2FC2BA%40New-York%252C%2BDecember%2B2."
12 Dec 1754	Link	Boston News-Letter (2736)		"New-York December 2. (1754, December 12). Boston News-Letter (2736)"	"New-York December 2. (1754, December 12). Boston News-Letter (2736), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105668012CA71055%402362041-1056680156B5C917%401-10566801C2807F43%40New-York%2BDecember%2B2."
11 Feb 1755	Link	Boston Gazette (111)	"Charles-Town, (in South-Carolina,) December 12. (1755, February 11"	"Charles-Town, (in South-Carolina,) December 12. (1755, February 11). Boston Gazette (111)"	"Charles-Town, (in South-Carolina,) December 12. (1755, February 11). Boston Gazette (111), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F938C16B7E4%402362102-10444F93917A189E%400-10444F93CD4C3FC7%40Charles-Town%252C%2B%2528in%2BSouth-Carolina%252C%2529%2BDecember%2B12."
11 Mar 1755	Link	Boston Gazette (115)		"New-York, March 3. (1755, March 11). Boston Gazette (115)"	"New-York, March 3. (1755, March 11). Boston Gazette (115), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F95ED124979%402362130-10444F96057E75DB%401-10444F964B6FBA62%40New-York%252C%2BMarch%2B3."
31 Mar 1755	Link	Boston Evening-Post (1022)		"New-York, March 24. (1755, March 31). Boston Evening-Post (1022)"	"New-York, March 24. (1755, March 31). Boston Evening-Post (1022), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC09D24F9BE78%402362150-108EC09D90910720%403-108EC09ED95CCC40%40New-York%252C%2BMarch%2B24."
1 Apr 1755	Link	Boston Gazette (118)		"New-York, March 24. (1755, April 1). Boston Gazette (118)"	"New-York, March 24. (1755, April 1). Boston Gazette (118), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F97B6883C5E%402362151-10444F97D31A7EDB%401-10444F980BEF4718%40New-York%252C%2BMarch%2B24."
3 Apr 1755	Link	Boston News-Letter (2752)		"New-York, March 24. (1755, April 3). Boston News-Letter (2752)"	"New-York, March 24. (1755, April 3). Boston News-Letter (2752), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056680DE44FADF5%402362153-1056680E12BBB68C%401-1056680E787258F9%40New-York%252C%2BMarch%2B24."
18 Aug 1755	Link	Boston Gazette (20)		"New-York, August 11. (1755, August 18). Boston Gazette (20)"	"New-York, August 11. (1755, August 18). Boston Gazette (20), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FA5CF79D1B0%402362290-10444FA5D6D8561F%400-10444FA619F10742%40New-York%252C%2BAugust%2B11."
21 Aug 1755	Link	Boston News-Letter (2772)		"New-York, August 11. (1755, August 21). Boston News-Letter (2772)"	"New-York, August 11. (1755, August 21). Boston News-Letter (2772), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056681ADCEAEB6C%402362293-1056681AFB954A30%401-1056681B8E600104%40New-York%252C%2BAugust%2B11."
9 Oct 1755	Link	Boston News-Letter (2779)		"New-York, September 29. (1755, October 9). Boston News-Letter (2779)"	"New-York, September 29. (1755, October 9). Boston News-Letter (2779), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566820CA903C67%402362342-10566820F027DA65%401-10566821CE3D441C%40New-York%252C%2BSeptember%2B29."
17 Nov 1755	Link	Boston Evening-Post (1055)		"New-York, Nov. 10. (1755, November 17). Boston Evening-Post (1055)"	"New-York, Nov. 10. (1755, November 17). Boston Evening-Post (1055), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC0D7339E2838%402362381-108EC0D746F2DEA0%400-108EC0D7EE60C1C8%40New-York%252C%2BNov.%2B10."
16 Feb 1756	Link	Boston Gazette (46)		"New-York, February 9. (1756, February 16). Boston Gazette (46)"	"New-York, February 9. (1756, February 16). Boston Gazette (46), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FB9F9FFA9DC%402362472-10444FBA19ED86FF%401-10444FBA776EDF80%40New-York%252C%2BFebruary%2B9."
19 Feb 1756	Link	Boston News-Letter (2798)		"New-York, February 5th. (1756, February 19). Boston News-Letter (2798)"	"New-York, February 5th. (1756, February 19). Boston News-Letter (2798), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056682D3AE2A985%402362475-1056682D5AA847A7%401-1056682DD956B34C%40New-York%252C%2BFebruary%2B5th."
4 Mar 1756	Link	Boston News-Letter (2800)		"New-York, February 23. (1756, March 4). Boston News-Letter (2800)"	"New-York, February 23. (1756, March 4). Boston News-Letter (2800), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056682F06ADAAA4%402362489-1056682F363B2133%401-1056682FB87D3F18%40New-York%252C%2BFebruary%2B23."
2 Sep 1756	Link	Boston News-Letter (2826)	"Charlestown, South-Carolina, July 8. (1756, September 2"	"Charlestown, South-Carolina, July 8. (1756, September 2). Boston News-Letter (2826)"	"Charlestown, South-Carolina, July 8. (1756, September 2). Boston News-Letter (2826), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056684FA266A2C6%402362671-1056684FCC62A60E%401-10566850A1326178%40Charlestown%252C%2BSouth-Carolina%252C%2BJuly%2B8."
7 Oct 1756	Link	Boston News-Letter		"New-York, September 27. (1756, October 7). Boston News-Letter"	"New-York, September 27. (1756, October 7). Boston News-Letter, p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566855DC9930DD%402362706-10566855E67EA855%400-105668564376265C%40New-York%252C%2BSeptember%2B27."
2 Dec 1756	Link	Boston News-Letter (2839)		"Extract of a Letter from the Bay of Honduras, Dated October 6, 1756. (1756, December 2). Boston News-Letter (2839)"	"Extract of a Letter from the Bay of Honduras, Dated October 6, 1756. (1756, December 2). Boston News-Letter (2839), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056685D5DF252A9%402362762-1056685D67C4B371%400-1056685DB4CBCD9F%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BOctober%2B6%252C%2B1756."
20 Dec 1756	Link	Boston Gazette (90)		"New-York, December 13. (1756, December 20). Boston Gazette (90)"	"New-York, December 13. (1756, December 20). Boston Gazette (90), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FE2A7EEC154%402362780-10444FE2D4E31AFA%401-10444FE30BE4BE9A%40New-York%252C%2BDecember%2B13."
21 Feb 1757	Link	Boston Gazette (99)		"New-York, Feb. 14. (1757, February 21). Boston Gazette (99)"	"New-York, Feb. 14. (1757, February 21). Boston Gazette (99), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FE9416A4D0F%402362843-10444FE94D35AD4A%400-10444FE98F8D440B%40New-York%252C%2BFeb.%2B14."
7 Mar 1757	Link	Boston Evening-Post (1123)		"New-York, Feb. 28. (1757, March 7). Boston Evening-Post (1123)"	"New-York, Feb. 28. (1757, March 7). Boston Evening-Post (1123), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC145DB1B6078%402362857-108EC1465F710E98%403-108EC147AFAE3CE0%40New-York%252C%2BFeb.%2B28."
7 Mar 1757	Link	Boston Gazette (101)		"New-York, Feb. 28. (1757, March 7). Boston Gazette (101)"	"New-York, Feb. 28. (1757, March 7). Boston Gazette (101), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FEADC79F9B8%402362857-10444FEB15F59CD6%403-10444FEBAE5EFF86%40New-York%252C%2BFeb.%2B28."
7 Mar 1757	Link	Boston Gazette (101)	"Charlestown, (South-Carolina) December 30. (1757, March 7"	"Charlestown, (South-Carolina) December 30. (1757, March 7). Boston Gazette (101)"	"Charlestown, (South-Carolina) December 30. (1757, March 7). Boston Gazette (101), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FEADC79F9B8%402362857-10444FEAE2CD21E6%400-10444FEB2AA94849%40Charlestown%252C%2B%2528South-Carolina%2529%2BDecember%2B30."
10 Mar 1757	Link	Boston News-Letter (2853)	"Charles-Town, (in South-Carolina) Dec. 30. (1757, March 10"	"Charles-Town, (in South-Carolina) Dec. 30. (1757, March 10). Boston News-Letter (2853)"	"Charles-Town, (in South-Carolina) Dec. 30. (1757, March 10). Boston News-Letter (2853), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056686C8C1A0351%402362860-1056686C92E377ED%400-1056686CCF256614%40Charles-Town%252C%2B%2528in%2BSouth-Carolina%2529%2BDec.%2B30."
25 Apr 1757	Link	Boston Gazette (108)		"New-York, April 18. (1757, April 25). Boston Gazette (108)"	"New-York, April 18. (1757, April 25). Boston Gazette (108), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FF10F5DAB99%402362906-10444FF14832117F%402-10444FF1DE756D57%40New-York%252C%2BApril%2B18."
5 May 1757	Link	Boston News-Letter (2861)	"Charles-Town, (South-Carolina) March 17. (1757, May 5"	"Charles-Town, (South-Carolina) March 17. (1757, May 5). Boston News-Letter (2861)"	"Charles-Town, (South-Carolina) March 17. (1757, May 5). Boston News-Letter (2861), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105668767916D003%402362916-10566876B89B5B1C%402-105668776FF064F6%40Charles-Town%252C%2B%2528South-Carolina%2529%2BMarch%2B17."
23 May 1757	Link	Boston Evening-Post (1134)	"[Bristol; Colony; Rhode-Island; Week; Capt. Wolfe; Privateer Sloop; Tons; Guns]. (1757, May 23"	"[Bristol; Colony; Rhode-Island; Week; Capt. Wolfe; Privateer Sloop; Tons; Guns]. (1757, May 23). Boston Evening-Post (1134)"	"[Bristol; Colony; Rhode-Island; Week; Capt. Wolfe; Privateer Sloop; Tons; Guns]. (1757, May 23). Boston Evening-Post (1134), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC15A819359D0%402362934-108EC15AC4CADE20%401-108EC15B9CEF9F90%40%255BBristol%253B%2BColony%253B%2BRhode-Island%253B%2BWeek%253B%2BCapt.%2BWolfe%253B%2BPrivateer%2BSloop%253B%2BTons%253B%2BGuns%255D."
6 Jun 1757	Link	Boston Gazette (114)		"New-York, May 30. (1757, June 6). Boston Gazette (114)"	"New-York, May 30. (1757, June 6). Boston Gazette (114), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FF764DFCA59%402362948-10444FF76B95E34F%400-10444FF7A18EDE06%40New-York%252C%2BMay%2B30."
9 Jun 1757	Link	Boston News-Letter (2866)		"New-York, May 30. (1757, June 9). Boston News-Letter (2866)"	"New-York, May 30. (1757, June 9). Boston News-Letter (2866), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056687D90FD70E0%402362951-1056687D968F9B02%400-1056687DE8B2E323%40New-York%252C%2BMay%2B30."
8 Aug 1757	Link	Boston Evening-Post (1145)		"New York, Aug. 1. (1757, August 8). Boston Evening-Post (1145)"	"New York, Aug. 1. (1757, August 8). Boston Evening-Post (1145), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC175320DCFF0%402363011-108EC175D63C46A8%403-108EC17749756300%40New%2BYork%252C%2BAug.%2B1."
8 Aug 1757	Link	Boston Gazette (123)		"New-York, August 1. (1757, August 8). Boston Gazette (123)"	"New-York, August 1. (1757, August 8). Boston Gazette (123), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444FFE7713CB89%402363011-10444FFE9ADEFCFF%401-10444FFF2B848D96%40New-York%252C%2BAugust%2B1."
5 Sep 1757	Link	Boston Post-Boy (3)		"New-York, August 29. (1757, September 5). Boston Post-Boy (3)"	"New-York, August 29. (1757, September 5). Boston Post-Boy (3), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D81414CF7ABF0%402363039-108D814169386610%401-108D814258DDA190%40New-York%252C%2BAugust%2B29."
