Table 1
18 Nov 1742	Link	Boston News-Letter (2017)	"Charlestown, (South-Carolina,) Sept. 20. (1742, November 18"	"Charlestown, (South-Carolina,) Sept. 20. (1742, November 18). Boston News-Letter (2017)"	"Charlestown, (South-Carolina,) Sept. 20. (1742, November 18). Boston News-Letter (2017), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056667009C68DB3%402357634-10566670121955E4%400-1056667071F6FE1F%40Charlestown%252C%2B%2528South-Carolina%252C%2529%2BSept.%2B20."
3 May 1743	Link	Boston Gazette (1105)		"Amsterdam, Dec. 31. (1743, May 3). Boston Gazette (1105)"	"Amsterdam, Dec. 31. (1743, May 3). Boston Gazette (1105), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-1046E0F6DE079A5B%402357800-1046E0F6E5C8A347%400-1046E0F75C85974D%40Amsterdam%252C%2BDec.%2B31."
4 Jul 1743	Link	Boston Evening-Post (413)		"New-York, June 27. (1743, July 4). Boston Evening-Post (413)"	"New-York, June 27. (1743, July 4). Boston Evening-Post (413), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C9CC3A083768%402357862-1089C9CCAD58E6E8%403-1089C9CD7AB5E070%40New-York%252C%2BJune%2B27."
7 Jul 1743	Link	Boston News-Letter (2049)		"New-York, June 27. (1743, July 7). Boston News-Letter (2049)"	"New-York, June 27. (1743, July 7). Boston News-Letter (2049), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105666870510319F%402357865-105666870BDED39F%400-1056668749ECF148%40New-York%252C%2BJune%2B27."
9 Jan 1744	Link	Boston Evening-Post (440)		"Abstract of a Letter from the Bay of Honduras, Dated Octob. 5. 1743. via New York. (1744, January 9). Boston Evening-Post (440)"	"Abstract of a Letter from the Bay of Honduras, Dated Octob. 5. 1743. via New York. (1744, January 9). Boston Evening-Post (440), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C9EDAE6E4E88%402358051-1089C9EE062CDB38%403-1089C9EEDB1B83A0%40Abstract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BOctob.%2B5.%2B1743.%2Bvia%2BNew%2BYork."
9 Jan 1744	Link	Boston Evening-Post (440)		"Abstract of a Letter from the Bay of Honduras, Dated Octob. 5. 1743. via New York. (1744, January 9). Boston Evening-Post (440)"	"Abstract of a Letter from the Bay of Honduras, Dated Octob. 5. 1743. via New York. (1744, January 9). Boston Evening-Post (440), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C9EDAE6E4E88%402358051-1089C9EE062CDB38%403-1089C9EEDB1B83A0%40Abstract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BOctob.%2B5.%2B1743.%2Bvia%2BNew%2BYork."
11 Nov 1745	Link	Boston Evening-Post (535)	"Extract of a Letter from Charlestown in S. Carolina, Dated Oct. 17. (1745, November 11"	"Extract of a Letter from Charlestown in S. Carolina, Dated Oct. 17. (1745, November 11). Boston Evening-Post (535)"	"Extract of a Letter from Charlestown in S. Carolina, Dated Oct. 17. (1745, November 11). Boston Evening-Post (535), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089CA5DF444EF88%402358723-1089CA5E3B0010A0%403-1089CA5EF9D701C0%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCharlestown%2Bin%2BS.%2BCarolina%252C%2BDated%2BOct.%2B17."
6 Mar 1750	Link	Boston Gazette (1564)		"New-York, Feb. 19. (1750, March 6). Boston Gazette (1564)"	"New-York, Feb. 19. (1750, March 6). Boston Gazette (1564), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444EE9FA24DCC6%402360299-10444EEA203B1454%401-10444EEA64836196%40New-York%252C%2BFeb.%2B19."
23 Jul 1750	Link	Boston Evening-Post (780)		"New-York, July 16. (1750, July 23). Boston Evening-Post (780)"	"New-York, July 16. (1750, July 23). Boston Evening-Post (780), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBF13DCE91B98%402360438-108EBF13E9AAB7B0%400-108EBF1458915650%40New-York%252C%2BJuly%2B16."
23 Jul 1750	Link	Boston Post-Boy (815)		"New-York, July 16. (1750, July 23). Boston Post-Boy (815)"	"New-York, July 16. (1750, July 23). Boston Post-Boy (815), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80B01C8EE9C0%402360438-108D80B026E44C80%400-108D80B059914DA8%40New-York%252C%2BJuly%2B16."
24 Jul 1750	Link	Boston Gazette (1584)		"New-York, July 16. (1750, July 24). Boston Gazette (1584)"	"New-York, July 16. (1750, July 24). Boston Gazette (1584), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444EF96D89F093%402360439-10444EF992595579%401-10444EF9D6BCF292%40New-York%252C%2BJuly%2B16."
18 Sep 1750	Link	Boston Gazette (1592)		"New-York, September 10. (1750, September 18). Boston Gazette (1592)"	"New-York, September 10. (1750, September 18). Boston Gazette (1592), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444EFF6BFD84DC%402360495-10444EFF71ECD6F6%400-10444EFFB71EE97D%40New-York%252C%2BSeptember%2B10."
22 Oct 1750	Link	Boston Evening-Post (793)		"New-York, October 15. (1750, October 22). Boston Evening-Post (793)"	"New-York, October 15. (1750, October 22). Boston Evening-Post (793), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBF26824563F0%402360529-108EBF26EB459F18%403-108EBF28051D18E8%40New-York%252C%2BOctober%2B15."
29 Oct 1750	Link	Boston Post-Boy (828)		"New-York, October 22. (1750, October 29). Boston Post-Boy (828)"	"New-York, October 22. (1750, October 29). Boston Post-Boy (828), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80BAE4B42DE0%402360536-108D80BB0CC06780%401-108D80BB69131F18%40New-York%252C%2BOctober%2B22."
30 Oct 1750	Link	Boston Gazette (1598)		"New-York, October 22. (1750, October 30). Boston Gazette (1598)"	"New-York, October 22. (1750, October 30). Boston Gazette (1598), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F0302540F69%402360537-10444F0309C4839C%400-10444F0360D08311%40New-York%252C%2BOctober%2B22."
2 Nov 1750	Link	Boston News-Letter (2529)		"New-York, October 22. (1750, November 2). Boston News-Letter (2529)"	"New-York, October 22. (1750, November 2). Boston News-Letter (2529), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667A64F706E1E%402360540-105667A6565CB84C%400-105667A6C2DCFFBC%40New-York%252C%2BOctober%2B22."
13 Dec 1750	Link	Boston News-Letter (2535)		"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 13). Boston News-Letter (2535)"	"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 13). Boston News-Letter (2535), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667ACAB3D9C10%402360581-105667ACB0F27684%400-105667ACF876A472%40An%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BAmsterdam%252C%2BDated%2BOctober%2B1."
17 Dec 1750	Link	Boston Post-Boy (834)		"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 17). Boston Post-Boy (834)"	"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 17). Boston Post-Boy (834), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80BEE0E65D00%402360585-108D80BEF6E71D60%400-108D80BF5D552F90%40An%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BAmsterdam%252C%2BDated%2BOctober%2B1."
31 Dec 1750	Link	"New-York Gazette, or Weekly Post-Boy (415)"		"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 31). New-York Gazette, or Weekly Post-Boy (415)"	"An Extract of a Letter from Amsterdam, Dated October 1. (1750, December 31). New-York Gazette, or Weekly Post-Boy (415), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAABE37502D8B8%402360599-10DAABE3AED62490%401-10DAABE47156B4F0%40An%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BAmsterdam%252C%2BDated%2BOctober%2B1."
3 Jan 1751	Link	Boston News-Letter (5373)	"Charlestown South-Carolina, November 5. (1751, January 3"	"Charlestown South-Carolina, November 5. (1751, January 3). Boston News-Letter (5373)"	"Charlestown South-Carolina, November 5. (1751, January 3). Boston News-Letter (5373), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667AEC9E05D7E%402360602-105667AEED2DA530%401-105667AF2F672839%40Charlestown%2BSouth-Carolina%252C%2BNovember%2B5."
7 Jan 1751	Link	Boston Post-Boy (837)	"Charkstown South-Carolina, November 5. (1751, January 7"	"Charkstown South-Carolina, November 5. (1751, January 7). Boston Post-Boy (837)"	"Charkstown South-Carolina, November 5. (1751, January 7). Boston Post-Boy (837), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80C154924FC8%402360606-108D80C188BE76E0%401-108D80C1DFBDD2F0%40Charkstown%2BSouth-Carolina%252C%2BNovember%2B5."
8 Apr 1751	Link	Boston Post-Boy (851)		"New-York, April 1. (1751, April 8). Boston Post-Boy (851)"	"New-York, April 1. (1751, April 8). Boston Post-Boy (851), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80C9F0F20780%402360697-108D80CA24EB5EC8%401-108D80CA5E3571B8%40New-York%252C%2BApril%2B1."
9 Apr 1751	Link	Boston Gazette (1621)		"New-York, April 1. (1751, April 9). Boston Gazette (1621)"	"New-York, April 1. (1751, April 9). Boston Gazette (1621), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F122B265532%402360698-10444F1230E48438%400-10444F1278A60AE5%40New-York%252C%2BApril%2B1."
3 Jun 1751	Link	Boston Post-Boy (858)		"New-York, May 27. (1751, June 3). Boston Post-Boy (858)"	"New-York, May 27. (1751, June 3). Boston Post-Boy (858), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80D052606C08%402360753-108D80D079E1E6D0%401-108D80D0E7242C10%40New-York%252C%2BMay%2B27."
29 Jul 1751	Link	Boston Post-Boy (866)		"New-York, July 22. (1751, July 29). Boston Post-Boy (866)"	"New-York, July 22. (1751, July 29). Boston Post-Boy (866), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80D4B82B0740%402360809-108D80D4DEF0BB08%401-108D80D51D529780%40New-York%252C%2BJuly%2B22."
30 Jul 1751	Link	Boston Gazette (1637)		"New-York, July 15. (1751, July 30). Boston Gazette (1637)"	"New-York, July 15. (1751, July 30). Boston Gazette (1637), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F1E85677CC8%402360810-10444F1EA704F546%401-10444F1EF723C941%40New-York%252C%2BJuly%2B15."
19 Aug 1751	Link	Boston Evening-Post (835)		"New-York, August 12. (1751, August 19). Boston Evening-Post (835)"	"New-York, August 12. (1751, August 19). Boston Evening-Post (835), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBF66526941C0%402360830-108EBF66983572E0%401-108EBF676CF66040%40New-York%252C%2BAugust%2B12."
19 Aug 1751	Link	Boston Post-Boy (869)		"New-York, August 12. (1751, August 19). Boston Post-Boy (869)"	"New-York, August 12. (1751, August 19). Boston Post-Boy (869), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80D76E28A680%402360830-108D80D7900FFFE0%401-108D80D7C87D66A0%40New-York%252C%2BAugust%2B12."
20 Aug 1751	Link	Boston Gazette (1640)		"New-York, August 12. (1751, August 20). Boston Gazette (1640)"	"New-York, August 12. (1751, August 20). Boston Gazette (1640), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F1FDF4E4202%402360831-10444F1FF969DE54%401-10444F204D6F0904%40New-York%252C%2BAugust%2B12."
22 Aug 1751	Link	Boston News-Letter (2565)		"New-York, August 12. (1751, August 22). Boston News-Letter (2565)"	"New-York, August 12. (1751, August 22). Boston News-Letter (2565), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667BC9F1D9AEF%402360833-105667BCA777C4FB%400-105667BD1DC44D4D%40New-York%252C%2BAugust%2B12."
10 Sep 1751	Link	Boston Gazette (1643)		"Boston. Extract of a Letter from a Master of a Vessel at the Old River, in the Bay of Honduras. (1751, September 10). Boston Gazette (1643)"	"Boston. Extract of a Letter from a Master of a Vessel at the Old River, in the Bay of Honduras. (1751, September 10). Boston Gazette (1643), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F2234290ED6%402360852-10444F2253BB6422%401-10444F22A00AC5A0%40Boston.%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2Ba%2BMaster%2Bof%2Ba%2BVessel%2Bat%2Bthe%2BOld%2BRiver%252C%2Bin%2Bthe%2BBay%2Bof%2BHonduras."
31 Dec 1751	Link	Boston Gazette (1659)		"New-York, Dec. 16. (1751, December 31). Boston Gazette (1659)"	"New-York, Dec. 16. (1751, December 31). Boston Gazette (1659), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F2FB833EC7A%402360964-10444F2FD8D5A5AA%401-10444F302C28FC2B%40New-York%252C%2BDec.%2B16."
18 Feb 1752	Link	Boston Gazette (1666)		"New-York, Jan. 20. (1752, February 18). Boston Gazette (1666)"	"New-York, Jan. 20. (1752, February 18). Boston Gazette (1666), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F312A658A30%402361013-10444F315356D539%401-10444F31A1C0C3F0%40New-York%252C%2BJan.%2B20."
11 May 1752	Link	Boston Post-Boy (907)	"Charles-Town, in South-Carolina April 6. (1752, May 11"	"Charles-Town, in South-Carolina April 6. (1752, May 11). Boston Post-Boy (907)"	"Charles-Town, in South-Carolina April 6. (1752, May 11). Boston Post-Boy (907), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80F197DD1D98%402361096-108D80F1BA4D9538%401-108D80F21310D818%40Charles-Town%252C%2Bin%2BSouth-Carolina%2BApril%2B6."
10 Aug 1752	Link	Boston Evening-Post (886)		"New York, Aug. 3. (1752, August 10). Boston Evening-Post (886)"	"New York, Aug. 3. (1752, August 10). Boston Evening-Post (886), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBFD206AC6B78%402361187-108EBFD2210B7518%400-108EBFD39BB235C0%40New%2BYork%252C%2BAug.%2B3."
25 Sep 1752	Link	Boston Post-Boy (925)		"New-York September 18. (1752, September 25). Boston Post-Boy (925)"	"New-York September 18. (1752, September 25). Boston Post-Boy (925), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80FB30A49B30%402361233-108D80FB42397158%400-108D80FB81DBE420%40New-York%2BSeptember%2B18."
26 Sep 1752	Link	Boston Gazette (1696)		"New-York, September 24. (1752, September 26). Boston Gazette (1696)"	"New-York, September 24. (1752, September 26). Boston Gazette (1696), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F3C28017CD9%402361234-10444F3C2E7E1B75%400-10444F3C678FBC1A%40New-York%252C%2BSeptember%2B24."
2 Oct 1752	Link	Boston Evening-Post (892)		"New-York, Sept. 25. (1752, October 2). Boston Evening-Post (892)"	"New-York, Sept. 25. (1752, October 2). Boston Evening-Post (892), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBFDB358A9AA0%402361240-108EBFDB4A111E30%400-108EBFDBF1676A48%40New-York%252C%2BSept.%2B25."
2 Oct 1752	Link	Boston Post-Boy (926)	"Newport, Rhode-Island, Sept. 28. (1752, October 2"	"Newport, Rhode-Island, Sept. 28. (1752, October 2). Boston Post-Boy (926)"	"Newport, Rhode-Island, Sept. 28. (1752, October 2). Boston Post-Boy (926), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80FBA257DAD8%402361240-108D80FBC34A1A20%401-108D80FBF5C80160%40Newport%252C%2BRhode-Island%252C%2BSept.%2B28."
5 Oct 1752	Link	Boston News-Letter (2622)	"Newport, Rhode-Island, Sept. 28. (1752, October 5"	"Newport, Rhode-Island, Sept. 28. (1752, October 5). Boston News-Letter (2622)"	"Newport, Rhode-Island, Sept. 28. (1752, October 5). Boston News-Letter (2622), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056684DC7BD8FFE%402361243-1056684DD051F290%400-1056684E4C5F47B6%40Newport%252C%2BRhode-Island%252C%2BSept.%2B28."
27 Nov 1752	Link	Boston Post-Boy (934)		"New-York, November 20. (1752, November 27). Boston Post-Boy (934)"	"New-York, November 20. (1752, November 27). Boston Post-Boy (934), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80FFF8B03500%402361296-108D81001D14C748%401-108D81005F7FDF90%40New-York%252C%2BNovember%2B20."
30 Nov 1752	Link	Boston News-Letter (2630)		"New-York, November 20. (1752, November 30). Boston News-Letter (2630)"	"New-York, November 20. (1752, November 30). Boston News-Letter (2630), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056689F5E88A65D%402361299-1056689F64A2A03B%400-1056689FC9138D7D%40New-York%252C%2BNovember%2B20."
22 Jan 1753	Link	Boston Evening-Post (908)		"New-York, January 8. (1753, January 22). Boston Evening-Post (908)"	"New-York, January 8. (1753, January 22). Boston Evening-Post (908), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBFF30DBF97A0%402361352-108EBFF352964148%401-108EBFF42BDA5180%40New-York%252C%2BJanuary%2B8."
6 Mar 1753	Link	Boston Gazette (10)		"New-York, February 19. (1753, March 6). Boston Gazette (10)"	"New-York, February 19. (1753, March 6). Boston Gazette (10), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4975F34A37%402361395-10444F498D7FCD08%401-10444F49DB899D79%40New-York%252C%2BFebruary%2B19."
22 Mar 1753	Link	Boston News-Letter (2646)	"Newport, Rhode-Island, March 10. 1753. (1753, March 22"	"Newport, Rhode-Island, March 10. 1753. (1753, March 22). Boston News-Letter (2646)"	"Newport, Rhode-Island, March 10. 1753. (1753, March 22). Boston News-Letter (2646), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105669629D25F533%402361411-10566962C45212FF%401-105669630FD420A7%40Newport%252C%2BRhode-Island%252C%2BMarch%2B10.%2B1753."
2 Apr 1753	Link	Boston Post-Boy (952)		"New-York, March 12. (1753, April 2). Boston Post-Boy (952)"	"New-York, March 12. (1753, April 2). Boston Post-Boy (952), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D810C84D296B0%402361422-108D810CA9BCF3A8%401-108D810CE045BBE8%40New-York%252C%2BMarch%2B12."
3 Apr 1753	Link	Boston Gazette (14)		"New-York, March 12. (1753, April 3). Boston Gazette (14)"	"New-York, March 12. (1753, April 3). Boston Gazette (14), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4C22C3E0C9%402361423-10444F4C338F1340%401-10444F4C7287C438%40New-York%252C%2BMarch%2B12."
5 Apr 1753	Link	Boston News-Letter (2648)		"New-York, March 12. (1753, April 5). Boston News-Letter (2648)"	"New-York, March 12. (1753, April 5). Boston News-Letter (2648), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056697270C9CFD7%402361425-10566972776F1DB5%400-10566972E4D487CF%40New-York%252C%2BMarch%2B12."
16 Apr 1753	Link	Boston Post-Boy (954)		"New-York, April 9. (1753, April 16). Boston Post-Boy (954)"	"New-York, April 9. (1753, April 16). Boston Post-Boy (954), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D810DC62CB040%402361436-108D810DD60F9928%400-108D810E0A53D838%40New-York%252C%2BApril%2B9."
17 Apr 1753	Link	Boston Gazette (16)		"New-York, April 9. (1753, April 17). Boston Gazette (16)"	"New-York, April 9. (1753, April 17). Boston Gazette (16), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4E4DB23E1D%402361437-10444F4E5D745CB5%401-10444F4EA8101CE6%40New-York%252C%2BApril%2B9."
20 Apr 1753	Link	Boston News-Letter (2650)		"New-York, April 9. (1753, April 20). Boston News-Letter (2650)"	"New-York, April 9. (1753, April 20). Boston News-Letter (2650), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566991F01E6F28%402361440-105669921D33BB89%401-105669926D7EBCE9%40New-York%252C%2BApril%2B9."
18 Jun 1753	Link	Boston Evening-Post (929)		"New-York, June 11. (1753, June 18). Boston Evening-Post (929)"	"New-York, June 11. (1753, June 18). Boston Evening-Post (929), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC01419DFA070%402361499-108EC0142CA9D298%400-108EC014B80CDC98%40New-York%252C%2BJune%2B11."
