Table 1
CF	OID	URL	URL	DATE	DATE	SCOPE	MIL	OLD NOTES	NOTES	EXTRACT	
GT 100 no 27	c4800	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351058	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351058	16 Jul 1635	1635-07-16.	PETICICON DE DIEGO CARDENAS/Petición de Diego Cardenas de una cédula para que los oficiales reales puedan vender y rematar los frutos de sus encomiendas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 28	c4801	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351059	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351059	16 Jul 1635	1635-07-16.	PETICION DE FERNANDO RUIZ DE CONTRERAS/Petición de Fernando Ruiz de Contreras de una cédula para que los oficiales reales puedan vender y rematar los frutos de sus encomiendas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 42 no 30	c4818	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349142	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349142	27 Jul 1635	1635-07-27.	"Cartas de cabildos seculares/Memorial presentado por Lucas Sánchez de Avila, procurador del cabildo secular de Santiago de Guatemala, y testimonios sobre la encomienda dada a Jerónimo de Sarasa, tesorero de las bulas de la caja real de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 39 no 183	c4815	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348823	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348823	13 Aug 1635	1635-08-13.	"CARTAS DE GOBERNADORES/Memorial de Gregorio de Sandoval, Gobernador de Costa Rica."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 29	c4802	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351060	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351060	23 Aug 1635	1635-08-23.	CONFIRMACION DE ENCOMIENDA DE CHAPA LA REAL/Expediente de Confirmación de Encomienda de Chapa la Real a Convento de la Encarnación. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 30	c4803	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351061	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351061	30 Aug 1635	1635-08-30.	"CONFIRMACION DE ENCOMIENDA DE OMANCAGUA, ETC/Expediente de Confirmación de Encomienda de Omancagua y Joquenguera en Gracias a Dios a Gabriel Prado Aguirre. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 39 no 184	c4816	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348824	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348824	30 Aug 1635	1635-08-30.	"CARTAS DE GOBERNADORES/Memorial de Gregorio de Sandoval, Gobernador de Costa Rica."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 31	c4804	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351062	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351062	31 Aug 1635	1635-08-31.	"CONFIRMACION DE ENCOMIENDA DE ELDIRIA, ETC/Expediente de Confirmación de Encomienda de Eldiria y San Juan de Nagualapa a José de la Paz. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 32	c4805	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351063	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351063	31 Aug 1635	1635-08-31.	"CONFIRMACION DE ENCOMIENDA DE SAGUAI, ETC/Expediente de Confirmación de Encomienda de Saguai, Dotasiale y Punuare en Trujillo a Gaspar Soler de Arguijo. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 33	c4806	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351064	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351064	24 Dec 1635	1635-12-24.	"CONFIRMACION DE ENCOMIENDA DE NOCOTA, ETC/Expediente de Confirmación de Encomienda de Nocota y Oroquina en Nicaragua a Baltasar de Arias. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 10	c4697	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351970	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351970	1 Jan 1636	1636.	Informaciones: La ciudad de Trujillo y su provincia/Informaciones de oficio y parte: La ciudad de Trujillo y su provincia. Testimonio de autos sobre que los vecinos de la ciudad de Trujillo y de la provincia de Honduras tengan que acudir al puerto de Trujillo aún sin nuevas de enemigos	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 11	c4698	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351971	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351971	1 Jan 1636	1636.	Informaciones: Alcaldes ordinarios de Santiago de Guatemala/Informaciones de oficio y parte: Alcalde ordinarios de Santiago de Guatemala testimonio de los alcalde ordinarios de Santiago de Guatemala sobre el modo de examinar los testigos.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 12	c4699	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351972	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351972	1 Jan 1636	1636.	"Informaciones: Mariana de Ataraza Idiáguez/Informaciones de oficio y parte: Mariana de Ataraza Idiáguez. Información trasladada en 1640, con parecer de la Audiencia. Presenta informaciones de sus maridos, Lázaro de Albisua y Pedro de Cilieza Velasco"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 13	c4700	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351973	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351973	1 Jan 1636	1636.	"Informaciones: Pedro de Cilieza Velasco/Informaciones de oficio y parte: Pedro de Cilieza Velasco, alcalde ordinario y regidor de Guatemala. Con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 14	c4701	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351974	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351974	1 Jan 1636	1636.	"Informaciones: Alvaro de Quiñones Osorio presidente/Informaciones de oficio y parte: Autos e información hecha por el presidente de la Audiencia de Guatemala, Alvaro de Quiñones Osorio, en razón de los daños que siguen a los indios de ocuparlos en la labor de la tinta añil."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 7	c4702	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351967	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351967	1 Jan 1636	1636.	"Informaciones: Orden de la Merced/Informaciones de oficio y parte: Orden de la Merced de las provincias de Guatemala, Honduras y Nicaragua. Con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 8	c4703	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351968	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351968	1 Jan 1636	1636.	"Informaciones: Andrés de Escobal/Informaciones de oficio y parte: Andrñes de Escobal, escribano de cámara de la Audiencia de Guatemala y mayor de Gobernación. Con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 9	c4704	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351969	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351969	1 Jan 1636	1636.	"Informaciones: Alonso Alvarez de Vega/Informaciones de oficio y parte: Alonso Alvarez de Vega, regidor de Guatemala, escribano de cámara, de la Audiencia de Guatemala y mayor de Gobernación."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 49 no 88	c4707	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349931	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349931	1 Jan 1636	1636.	"Cartas de oficiales reales de Honduras/Memorial e información en derecho sobre la causa que se sigue contra Antonio de Urzuriaga, tesorero de la provincia de Honduras, por delación de Pedro de Velasco, contador en la misma, por las arribadas, sin registro, de las fragatas de Miguel de Arostegui, Sebastián de Gacitúa e Iñigo López de Salcedo, a su llegada al puerto de Amatique."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 1	c4708	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350487	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350487	16 Jan 1636	1636-01-16.	CONFIRMACION DE OFICIO: FRANCISCO CANELAS/Expediente de Confirmación del oficio de escribano público del cabildo y registros del Realejo en Nicaragua a Francisco Canelas. Pendiente	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 34	c4685	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351065	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351065	19 Jan 1636	1636-01-19.	"CONFIRMACION DE ENCOMIENDA DE XINOTEGA, ETC/Expediente de Confirmación de Encomienda de Xinotega y Ula en Nueva Segovia a Alonso Blázquez de Ortega. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 2	c4709	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350488	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350488	25 Jan 1636	1636-01-25.	"CONFIRMACION DE OFICIO: JOSE MARIN/Expediente de Confirmación del oficio de alférez mayor de San Miguel, en Guatemala a José Marin. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 3	c4710	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350489	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350489	28 Jan 1636	1636-01-28.	"CONFIRMACION DE OFICIO: BERNARDO GARCIA DE CONTRERAS/Expediente de Confirmación del oficio de regidor de Cartago, en Costa Rica a Bernardo García de Contreras. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 4	c4711	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350490	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350490	29 Jan 1636	1636-01-29.	"CONFIRMACION DE OFICIO: DIEGO DE RUGAMA ALVARADO/Expediente de Confirmación del oficio de depositario general de Nueva Segovia, en Nicaragua a Diego de Rugama Alvarado. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 35	c4686	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351066	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351066	30 Jan 1636	1636-01-30.	"CONFIRMACION DE ENCOMIENDA DE MIQUINOJOMO, ETC/Expediente de Confirmación de Encomienda de Miquinojomo, Solentinam y Jalteba en Nueva Granada de Nicaragua a Pedro de Zilieca Velasco. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 36	c4687	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351067	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351067	6 Mar 1636	1636-03-06.	"CONFIRMACION DE ENCOMIENDA DE GUALANA, ETC/Expediente de Confirmación de Encomienda de Gualana, Longuera, Teopisco, Chiquimucelo y Olotepeque Chula a Cristóbal Estrada Medinilla, Sebastián Estrada Medinilla y José de Alsa. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 15 no 89	c241	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347282	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347282	9 Mar 1636	1636-03-09.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 15 no 90	c242	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347283	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347283	9 Mar 1636	1636-03-09.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 15 no 45	c4705	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348892	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348892	26 Mar 1636	1636-03-26.	"CARTAS DE GOBERNADORES/Memorial de Juan de Bracamonte, Gobernador de Nicaragua."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 37	c4688	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351068	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351068	26 Jun 1636	1636-06-26.	CONFIRMACION DE ENCOMIENDA DE PARAGUA/Expediente de Confirmación de Encomienda de Paragua en Costa Rica a Juan de Alarcón Ravaneda. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 15 no 91	c243	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347284	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347284	24 Jul 1636	1636-07-24.	CARTAS DE AUDIENCIA/Testimonio de Francisco de Carvajal de lo sucedido en el corredor de la Capilla donde escuchan misa el presidente y los oidores de la Audiencia.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 15 no 92	c244	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347285	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347285	26 Jul 1636	1636-07-26.	"CARTAS DE AUDIENCIA/Carta de Alonso Moratalla Tebar, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 15 no 93	c245	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347286	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347286	30 Jul 1636	1636-07-30.	"CARTAS DE AUDIENCIA/Testimonio de los autos de prisión, puesta en libertad y respuestas de los oidores de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 38	c4689	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351069	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351069	1 Sep 1636	1636-09-01.	"CONFIRMACION DE ENCOMIENDA DE DIRIA, ETC/Expediente de Confirmación de Encomienda de Diria, Turrialba, Orosi y Corrosi a Jose de Sandoval. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 39	c4690	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351070	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351070	14 Sep 1636	1636-09-14.	"CONFIRMACION DE ENCOMIENDA DE SANTO DOMINGO SACAPULA, ETC/Expediente de Confirmación de Encomienda de Santo Domingo Sacapula, San Andrés Sacababa en Verapaz y Totonicapán a Juan de Ayala y Mesa. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 5	c4712	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350491	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350491	14 Sep 1636	1636-09-14.	CONFIRMACION DE OFICIO: MIGUEL DE ARTABIA/Expediente de Confirmación del oficio de procurador del número de la Audiencia de Guatemala a Miguel de Artabia. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 40	c4691	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351071	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351071	17 Sep 1636	1636-09-17.	"CONFIRMACION DE ENCOMIENDA DE CACATEPEQUE, ETC/Expediente de Confirmación de Encomienda de Cacatepeque, Popocatepeque, Zolotepeque y Totolapa en Chiapa a Nuño Aguilar de la Cueva. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 6	c4713	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350492	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350492	17 Sep 1636	1636-09-17.	CONFIRMACION DE OFICIO: SEBASTIAN RAMIREZ/Expediente de Confirmación del oficio de escribano público del cabildo y registros del Realejo a Sebastián Ramírez. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 19 no 128	c33	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348769	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348769	22 Sep 1636	1636-09-22.	"CARTAS DE GOBERNADORES/Carta de Pedro Carrillo de Zayas, Gobernador de Honduras."	0	re gob and obpo feud /v f 1 img 1 / re un motin el dia de año nuebo de 633 /v f 1 img 1 / pido y suplico VM haga Mr.d de manderme sacar deste gobierno Porque no me hallo con fuerzas de resister estas cossas [re obpo] /v ff 1-2 img 1-2 / ^^^ / ^^^ / re gob and obpo feud /v f 1 img 1 / re un motin el dia de año nuebo de 633 /v f 1 img 1 / pido y suplico VM haga Mr.d de manderme sacar deste gobierno Porque no me hallo con fuerzas de resister estas cossas [re obpo] /v ff 1-2 img 1-2	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 41	c4692	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351072	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351072	24 Sep 1636	1636-09-24.	"CONFIRMACION DE ENCOMIENDA DE POZOLTEGAMA, ETC/Expediente de Confirmación de Encomienda de Pozoltegama, Nagua, Matagalpa y Diriomos en Nicaragua a Diego Escobar. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 42	c4693	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351073	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351073	24 Sep 1636	1636-09-24.	Confirmación de encomienda en Taxisco/Expediente de confirmación de encomienda de Taxisco en Guazacapán a Pedro de Zavaleta. </p><p>Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 43	c4694	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351074	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351074	13 Oct 1636	1636-10-13.	"CONFIRMACION DE ENCOMIENDA DE S. ANTONIO SUCHITEPEQUES, ETC/Expediente de Confirmación de Encomienda de San Antonio Suchitepeques, Cuilco y Titan en Zapotitlán a Ignacio de Guzmán. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 42 no 31	c4706	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349143	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349143	16 Oct 1636	1636-10-16.	"Cartas de cabildos seculares/Memorial y testimonios del cabildo secular de Santiago de Guatemala, solicitando la provisión de encomiendas vacantes y otros oficios en hijos y descendientes de conquistadores y pobladores."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 44	c4695	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351075	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351075	17 Oct 1636	1636-10-17.	"CONFIRMACION DE ENCOMIENDA DE TACULULA, ETC/Expediente de Confirmación de Encomienda de Taculula y San Pedro de Caluco a Juan Antonio Pontaza. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 46 no 56	c4753	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349638	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349638	17 Oct 1636	1636-10-17.	"Cartas de oficiales reales de Guatemala/Memorial presentado por Andrés Ponce de León, procurador de Pedro de la Cruz Llantada, receptor de la Audiencia de Guatemala, solicitando confirmación de su oficio. Con carta de poder e información sobre el oficio"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
MX 1067 leg 11	c4613	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1481280	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1481280	11 Dec 1636	1636-12-11.	"Registros de oficio para las autoridades de Nueva España/Registro de oficio: Reales Cédulas y Provisiones, Cartas Reales, etc. conteniendo disposiciones de gobierno y gracia para las autoridades seculares y eclesiásticas del distrito del virreinato de Nueva España. Libro F 11"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 19 no 129	c34	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348770	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348770	14 Dec 1636	1636-12-14.	"CARTAS DE GOBERNADORES/Carta de Pedro Carrillo de Zayas, Gobernador de Honduras."	1	See C Amaya p 106 / See C Amaya p 106 / re gob and obpo feud /v f 1 img 1 / estando [gov.or en el ynterin llamado [ill]u.o de Miranda] en la ciudad de trujillo puerto de ella [prov.ja de onduras] el año de 633. llego el enemigo Y La quemo. Y La ygl.a [ill].o[ill] con las ymagines Y se llebo el Artill.a Y el gov.or se fue Al monte Lo qual no subcediera si el gobernador q. VM nonbro q. Lo tenia prebenido so se ubiera quitado [por aud de guat]. Y toda esta caussa a tenido el obpo que su fin es [ill]ande[ill]arse Y oponerse a los gobernadores /v f 1 img 1 / re gob and obpo feud /v f 1 img 1 / ^^^ / ^^^ / See C Amaya p 106 / re gob and obpo feud /v f 1 img 1 / estando [gov.or en el ynterin llamado [ill]u.o de Miranda] en la ciudad de trujillo puerto de ella [prov.ja de onduras] el año de 633. llego el enemigo Y La quemo. Y La ygl.a [ill].o[ill] con las ymagines Y se llebo el Artill.a Y el gov.or se fue Al monte Lo qual no subcediera si el gobernador q. VM nonbro q. Lo tenia prebenido so se ubiera quitado [por aud de guat]. Y toda esta caussa a tenido el obpo que su fin es [ill]ande[ill]arse Y oponerse a los gobernadores /v f 1 img 1 / re gob and obpo feud /v f 1 img 1	NOTE REVIEWED ON 29 JUL 2022		
GT 100 no 45	c4696	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351076	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351076	15 Dec 1636	1636-12-15.	"CONFIRMACION DE ENCOMIENDA DE MAZAGALPA, ETC/Expediente de Confirmación de Encomienda de Mazagalpa, Tepostega, Abangasquilla y Boaco en Nicaragua a Juan de Cisneros. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 7	c4714	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350493	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350493	19 Dec 1636	1636-12-19.	CONFIRMACION DE OFICIO: MIGUEL MATEO/Expediente de Confirmación del oficio de regidor de Santiago de Guatemala a Miguel Mateo. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 8	c4715	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350494	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350494	22 Dec 1636	1636-12-22.	CONFIRMACION DE OFICIO: FELIPE DE AGUERO BRACAMONTE/Expediente de Confirmación del oficio de escribano de gobernación y visitas de Nicaragua a Felipe de Aguero Bracamonte. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 15	c4559	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351975	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351975	1 Jan 1637	1637.	"Informaciones: Alonso del Carpio Aragonés/Informaciones de oficio y parte: Alonso del Carpio Aragonés, regidor de Santiago de Guatemala, vecino de Guatemala. Información contenida de 1636 con parecer de la Audiencia de Guatemala"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 10	c4561	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350496	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350496	27 Feb 1637	1637-02-27.	CONFIRMACION DE OFICIO: LUIS SERRANO DE ESPINOSA/Expediente de Confirmación del oficio de alférez mayor de Granada a Luis Serrano de Espinosa. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 9	c4563	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350495	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350495	27 Feb 1637	1637-02-27.	CONFIRMACION DE OFICIO: JUAN GALBAN DE HANNO/Expediente de Confirmación del oficio de alférez mayor de Nicaragua a Juan Galban de Hanno. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 1	c4554	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351078	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351078	9 Mar 1637	1637-03-09.	"CONFIRMACION DE ENCOMIENDA DE COJUTEPEQUE, ETC/Expediente de Confirmación de Encomienda de Cojutepeque y Ostuna en San Salvador a Gaspar de Brizuela. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 39 no 185	c4560	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348825	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348825	18 Mar 1637	1637-03-18.	"CARTAS DE GOBERNADORES/Carta de Gregorio de Sandoval, Gobernador de Costa Rica y Fray Andrés Coronado, Provincial de la Orden de San Francisco."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 2	c4555	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351079	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351079	20 Apr 1637	1637-04-20.	"CONFIRMACION DE ENCOMIENDA DE CHINANTEGA, ETC/Expediente de Confirmación de Encomienda de Chinantega y Pozolteguila en León de Nicaragua a Miguel de Guevara. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 3	c4556	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351080	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351080	15 May 1637	1637-05-15.	"TESTIMOIO DE VACANTE DE ENCOMIENDA/Testimonio del edicto de la publicación de haberse quedado vacante la encomienda de los pueblos de San Felipe Zinacautlan, Ystapa, Ozumazintla, Chiguazintepeque, Amaytique en la provincia de Chiapa, que se dio a Juan de Ruiz de Contreras. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 16 no 94	c246	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347287	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347287	16 May 1637	1637-05-16.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 4	c4557	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351081	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351081	8 Jul 1637	1637-07-08.	"CONFIRMACION DE ENCOMIENDA DE ZAMBO, ETC/Expediente de Confirmación de Encomienda de Zambo, Chuliman, San Gregorio en Zapotitlán, Santa Isabel y Coneta en Chiapa a Manuel de Carranza. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 11	c4562	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350497	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350497	21 Jul 1637	1637-07-21.	CONFIRMACION DE OFICIO: JUAN BAUTISTA DE CARRANZA MEDINILLA/Expediente de Confirmación del oficio de alférez mayor de Santiago de Guatemala a Juan Bautista de Carranza Medinilla. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 5	c4558	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351082	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351082	19 Aug 1637	1637-08-19.	"CONFIRMACION DE ENCOMIENDA DE CANGEL, ETC/Expediente de Confirmación de Encomienda de Cangel en Nicoya, Sindega, San Juan, Nicaragua y Potaza a Jose de Fuentes y Guzmán. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 16 no 95	c247	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347288	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347288	23 Nov 1637	1637-11-23.	"CARTAS DE AUDIENCIA/Memorial de Pedro Vázquez de Velasco, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
