Table 1
CF	OID	URL	URL	DATE	DATE	SCOPE	MIL	OLD NOTES	NOTES	EXTRACT	
GT 90 no 11	c2606	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350729	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350729	3 Nov 1667	1667-11-03.	CONFIRMACION DE OFICIO: PEDRO ROLDAN ABARCA/Expediente de Confirmación del oficio de notario real de Indias a Pedro Roldán Abarca. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 12	c2607	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350730	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350730	17 Nov 1667	1667-11-17.	CONFIRMACION DE OFICIO: JUAN PEREIRA/Expediente de Confirmación de los oficios de receptor del número de la Audiencia y notario real de Indias a Juan Pereira. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 42 no 76	c2601	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349188	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349188	1 Dec 1667	1667-12-01.	Cartas de cabildos seculares/Expediente sobre los gastos en las entradas de los nuevos presidentes de la Audiencia.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 89 no 40	c2603	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350717	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350717	5 Dec 1667	1667-12-05.	CONFIRMACION DE OFICIO: JUAN DE MURGA/Expediente de Confirmación del oficio de regidor de Nueva Segovia a Juan de Murga. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 7	c2596	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351202	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351202	22 Dec 1667	1667-12-22.	"ENCOMIENDA DE LA CONDESA DE ALBA DE YELTES/Expediente relativo a la restitución de la renta de una encomienda que se le quitó, para el pago de la media annata, a Mariana Magdalena Ruiz de Contreras, condesa de Alba de Yeltes. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 127 no 8	c2493	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351996	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351996	1 Jan 1668	1668.	"Informaciones: Lucas de Ugarte/Informaciones de oficio y parte: Lucas de Ugarte, clérigo presbítero domiciliado del obispado de Nicaragua."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 42 no 75	c2494	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349187	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349187	9 Jan 1668	1668-01-09.	"Cartas de cabildos seculares/Memorial del cabildo secular de Santiago de Guatemala, solicitando real cédula para que ni los oidores ni alcaldes de corte pidan las cuentas a los mayordomos de propios y rentas de dicho cabildo."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 13	c2495	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350731	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350731	21 Feb 1668	1668-02-21.	CONFIRMACION DE OFICIO: ANTONIO DE ZABALETA/Expediente de Confirmación del oficio de notario real de Indias a Antonio de Zabaleta. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 47 no 33	c2500	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349715	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349715	5 Mar 1668	1668-03-05.	"Cartas de oficiales reales de Guatemala/Carta de Damián de Ochaita, tesorero y Gregorio Vezares de Ayala, contador, y relación jurada sobre el importe del derecho de la media annata pertenecientes a 1667."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 22	c697	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347745	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347745	31 Mar 1668	1668-03-31.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 23	c698	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347746	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347746	24 May 1668	1668-05-24.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 24	c699	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347747	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347747	25 May 1668	1668-05-25.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 25	c700	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347748	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347748	25 May 1668	1668-05-25.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 26	c701	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347749	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347749	26 May 1668	1668-05-26.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 27	c702	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347750	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347750	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 28	c703	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347751	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347751	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 29	c704	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347752	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347752	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 30	c705	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347753	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347753	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 31	c706	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347754	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347754	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 32	c707	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347755	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347755	28 May 1668	1668-05-28.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 14	c2496	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350732	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350732	5 Jun 1668	1668-06-05.	"CONFIRMACION DE OFICIO: DIEGO RUIZ DE OCAÑA/Expediente de Confirmación del oficio de alcalde provincial de la Hermandad de Granada, en Nicaragua a Diego Ruiz de Ocaña. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 33	c708	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347756	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347756	12 Jun 1668	1668-06-12.	"CARTAS DE AUDIENCIA/Carta de Pedro de Miranda Santillán, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 3 no 34	c709	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347757	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347757	14 Jun 1668	1668-06-14.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 15	c2497	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350733	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350733	18 Jun 1668	1668-06-18.	CONFIRMACION DE OFICIO: MATEO MAURICIO DE QUIÑONES/Expediente de Confirmación del oficio de notario real de Indias a Mateo Mauricio de Quiñones. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 16	c2498	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350734	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350734	20 Dec 1668	1668-12-20.	CONFIRMACION DE OFICIO: GREGORIO DE LA SERNA BRAVO/Expediente de Confirmación del oficio de capitán de infantería de Santiago de Guatemala a Gregorio de la Serna Bravo. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 43 no 74	c2406	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349285	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349285	12 Jan 1669	1669-01-12.	"Cartas de cabildos seculares/Carta del cabildo secular de San Salvador, solicitando se restituya el servicio ordinario de los indios que en ese momento los tenian prohibido."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 17	c2408	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350735	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350735	14 Jan 1669	1669-01-14.	CONFIRMACION DE OFICIO: TOMAS DE LEIBA/Expediente de Confirmación del oficio de procurador del número de la Audiencia a Tomás de Leiba. Pendiente	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 35	c710	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347758	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347758	30 Jan 1669	1669-01-30.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 47 no 34	c2414	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349716	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349716	13 Feb 1669	1669-02-13.	"Cartas de oficiales reales de Guatemala/Carta de Damián de Ochaita, tesorero y Gregorio Vezares de Ayala, contador, informando de la remisión de caudales. Denuncian la intromisión de la Audiencia y fiscal en el cobro de tributos a indios"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 8	c2402	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351203	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351203	14 Feb 1669	1669-02-14.	"CONFIRMACION DE ENCOMIENDA DE SAN ANTONIO SUCHITEPEQUES/Expediente de Confirmación de Encomienda de San Antonio Suchitepeques, Amatenango y San Francisco Motosintla en Sapotitlan a Catalina de Revolorio y Carranza. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 18	c2409	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350736	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350736	16 Feb 1669	1669-02-16.	CONFIRMACION DE OFICIO: BALTASAR DE ANDRADA FIGUEIRO/Expediente de Confirmación del oficio de escribano y notario de Indias a Baltasar de Andrada Figueiro. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 19	c2410	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350737	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350737	16 Feb 1669	1669-02-16.	CONFIRMACION DE OFICIO: JUAN DE ARTAVIA/Expediente de Confirmación del oficio de escribano y notario de Indias a Juan de Artavia. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 20	c2411	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350738	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350738	16 Feb 1669	1669-02-16.	CONFIRMACION DE OFICIO: JOSE MORENO/Expediente de Confirmación del oficio de escribano y notario de Indias a José Moreno. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 9	c2403	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351204	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351204	17 Feb 1669	1669-02-17.	"CONFIRMACION DE ENCOMIENDA DE GUARABUQUI, ETC/Expediente de Confirmación de Encomienda de Guarabuqui, Teupacentes, Tamara y Ojojona en las minas de Tegucigalpa, Chapuluca, Tatumbla y Ugripula en Comayagua en Honduras, Quelequeles, Mazca y Chinda en San Pedro, Timoxoh en el Río de Ulua, Utila, Tomala y Munguiche en Trujillo, Zapota, Punuaja, Cotacial, Gualaco, Saguay, Manto y Xano en Olancho el Viejo y Opoas y Guancapla en Gracias a Dios a Alonso de Oceguera y Quevedo y María Laso de San Ramón. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 10	c2394	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351205	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351205	19 Feb 1669	1669-02-19.	"CONFIRMACION DE ENCOMIENDA DE TECPATLAN, ETC/Expediente de Confirmación de Encomienda de Tecpatlan en los Zoques en Chiapa a Teresa de Jauregui. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 11	c2395	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351206	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351206	21 Feb 1669	1669-02-21.	"CONFIRMACION DE ENCOMIENDA DE TECPATLAN, ETC/Expediente de Confirmación de Encomienda de Tecpatlan en los Zoques en Chiapa a Alvaro Barahona y Loaisa y Magdalena de Grimon y Velasco. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 12	c2396	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351207	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351207	21 Feb 1669	1669-02-21.	"CONFIRMACION DE ENCOMIENDA DE SANTO TOMAS, ETC/Expediente de Confirmación de Encomienda de Santo Tomás de Tzitzicastenagno, San Andrés de Sacabaja en Tecpanaticthan en Guatemala a Alonso Vélez de Nájera. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 13	c2397	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351208	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351208	21 Feb 1669	1669-02-21.	"CONFIRMACION DE ENCOMIENDA DE COXUTEPEQUE, ETC/Expediente de Confirmación de Encomienda de Coxutepeque, Suchitoto, Sacacoro, Santa María Ostuma, Santo Tomás Tecsaquango y Quesalingalpa en Nicaragua a Tomás de Paz y Villafuerte. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 36	c711	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347759	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347759	21 Feb 1669	1669-02-21.	"CARTAS DE AUDIENCIA/Nota relativa a la consulta sobre multa a Juan de Garate y Francia, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 21	c2412	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350739	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350739	23 Feb 1669	1669-02-23.	"CONFIRMACION DE OFICIO: ANTONIO CENTENO DE LA VEGA/Expediente de Confirmación del oficio de regidor de Nueva Segovia, en Nicaragua a Antonio Centeno de la Vega. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 14	c2398	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351209	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351209	28 Feb 1669	1669-02-28.	CONFIRMACION DE ENCOMIENDA DE TIANGUISTEPEQUE/Expediente de Confirmación de Encomienda de Tianguistepeque en Chiapa a José de Velasco y Ochoa. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 37	c712	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347760	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347760	7 Mar 1669	1669-03-07.	"CARTAS DE AUDIENCIA/Expediente sobre la multa que se impuso al fiscal, Pedro de Miranda Santillán."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 22	c2413	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350740	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350740	7 Mar 1669	1669-03-07.	"CONFIRMACION DE OFICIO: SEBASTIAN RODRIGUEZ DE ESQUIVEL/Expediente de Confirmación del oficio de alférez mayor y regidor del Realejo, en Nicaragua a Sebastián Rodríguez de Esquivel. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 43 no 199	c2404	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348839	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348839	30 Mar 1669	1669-03-30.	CARTAS DE GOBERNADORES/Expediente sobre el estado que tiene la provincia de Costa Rica y los necesario que sería hacer fortificaciones dado el sucesivo ataque de los ingleses y franceses.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 44B no 79	c2407	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349442	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349442	3 Apr 1669	1669-04-03.	"Cartas de cabildos seculares/Carta del cabildo secular de Cartago, informando favorablemente del gobierno de Juan López de la Flor y de la invasiones de ingleses y franceses. Con duplicado"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 38	c713	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347761	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347761	5 Apr 1669	1669-04-05.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 39	c714	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347762	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347762	6 Apr 1669	1669-04-06.	"CARTAS DE AUDIENCIA/Memorial de Juan Bautista de Urquiola y Elorriaga, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 15	c2399	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351210	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351210	8 Apr 1669	1669-04-08.	"CONFIRMACION DE ENCOMIENDA DE COLOETE, ETC/Expediente de Confirmación de Encomienda de Coloete, Caiquinpanga, Erandique y La Ganguera en Gracias a Dios en Guatemala a Fernándo de Lara y Guevara. Denegado"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 19 no 56	c2405	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348903	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348903	25 May 1669	1669-05-25.	"CARTAS DE GOBERNADORES/Carta de Antonio de Temiño Dávila, Gobernador de Nicaragua."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 16	c2400	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351211	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351211	13 Jul 1669	1669-07-13.	"CONFIRMACION DE ENCOMIENDA DE JACALTENANGO, ETC/Expediente de Confirmación de Encomienda de Jacaltenango en Totonicapán en Guatemala a Ana de Aguilar. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 40	c715	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347763	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347763	1 Sep 1669	1669-09-01.	"CARTAS DE AUDIENCIA/Carta de Benito de Noboa Salgado, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 4 no 41	c716	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347764	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347764	3 Nov 1669	1669-11-03.	"CARTAS DE AUDIENCIA/Carta de Benito de Noboa Salgado, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 104 no 17	c2401	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351212	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351212	23 Dec 1669	1669-12-23.	"ENCOMIENDA DE ESTEBAN DE MEDRANO Y SOLORZANO/Expediente relativo a la prorrogación de la encomienda de Copainala, Chicoa, Sintepeque y Ucozocotla, en Chiapa, a Esteban de Medrano y Solórzano. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 105 no 1	c2297	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351214	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351214	11 Jan 1670	1670-01-11.	"ENCOMIENDA DE LORENZO FERNANDEZ DE ARAUJO/Expediente relativo a lo que se le debe de la encomienda que le cedió Doña Ana del Yelmo, Marquesa de Lorenzana, a Lorenzo Fernandez de Araujo. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 23	c2300	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350741	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350741	1 Feb 1670	1670-02-01.	"CONFIRMACION DE OFICIO: CASTRO RODRIGUEZ/Expediente de Confirmación del oficio de depositario general de San Vicente de Austria, en San Salvador a Castro Rodríguez. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 24	c2301	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350742	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350742	27 Feb 1670	1670-02-27.	CONFIRMACION DE OFICIO: JOSE DE AGUILAR/Expediente de Confirmación del oficio de escribano real y notario de Indias a José de Aguilar. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 25	c2302	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350743	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350743	4 Mar 1670	1670-03-04.	"CONFIRMACION DE OFICIO: NICOLAS CASCO/Expediente de Confirmación del oficio de alférez mayor y regidor de la Nueva Segovia, en Nicaragua a Nicolás Casco. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 26	c2303	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350744	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350744	6 Mar 1670	1670-03-06.	"CONFIRMACION DE OFICIO: DOMINGO PEREIRA/Expediente de Confirmación del oficio de alférez mayor y regidor de la ciudad de León, en Nicaragua a Domingo Pereira. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 105 no 2	c2298	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351215	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351215	15 Mar 1670	1670-03-15.	"CONFIRMACION DE ENCOMIENDA DE TEOPISCA, ETC/Expediente de Confirmación de Encomienda de Teopisca, Aguacatenango y los Moyos en Chiapa a José Dávila Monroy. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 27	c2304	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350745	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350745	27 Mar 1670	1670-03-27.	CONFIRMACION DE OFICIO: JUAN DE ACEBEDO/Expediente de Confirmación del oficio de depositario general de Santiago de Guatemala a Juan de Acebedo. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 105 no 3	c2299	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351216	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351216	5 May 1670	1670-05-05.	"CONFIRMACION DE ENCOMIENDA DE TAPALGUACA, ETC/Expediente de Confirmación de encomienda de Tapalguaca, Cachinameca y San Julián Caluta en El Salvador en Guatemala a Diego de Quiroga y Moya. Pendiente"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 5 no 42	c717	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347765	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347765	8 May 1670	1670-05-08.	"CARTAS DE AUDIENCIA/Carta de Jacinto Roldán de la Cueva, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 28	c2305	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350746	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350746	10 May 1670	1670-05-10.	CONFIRMACION DE OFICIO: TORIBIO ROZADA VALDES/Expediente de Confirmación del oficio de escribano real de Indias a Toribio Rozada Valdés. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 29	c2306	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350747	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350747	16 May 1670	1670-05-16.	CONFIRMACION DE OFICIO: JUAN LOPEZ DE ARTEAGA/Expediente de Confirmación del oficio de escribano real de Indias a Juan López de Arteaga. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 30	c2307	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350748	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350748	25 Jun 1670	1670-06-25.	CONFIRMACION DE OFICIO: GABRIEL CARRERO/Expediente de Confirmación del oficio de escribano real de Indias a Gabriel Carrero. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 90 no 31	c2308	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350749	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350749	2 Jul 1670	1670-07-02.	CONFIRMACION DE OFICIO: MANUEL FARINAS/Expediente de Confirmación del oficio de procurador del número de la Audiencia a Manuel Farinas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 5 no 43	c718	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347766	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347766	25 Jul 1670	1670-07-25.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 22 ram 5 no 44	c719	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347767	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347767	25 Jul 1670	1670-07-25.	"CARTAS DE AUDIENCIA/Carta de Sebastián Alvarez Alfonso, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
